"url","Text","Celkova cena","aktualizace","druh stavby","Stav objektu","vlastnictvi","Podlazi","Uzitna plocha","Doprava","Lodzie-m2","Vybaveni","Energ. narocnost","nadpis","Adresa","cena"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vinohrady-slezska/2390806876#img=0&fullscreen=false","Exkluzivně nabízíme světlý byt 2+kk o výměře 47 m2 v 6. NP cihlového domu s výtahem. Byt je v družstevním vlastnictví a prošel kompletní rekonstrukcí. Dům je taktéž po rekonstrukci. Nízké poplatky. Anuita doplacena. Dům bez dluhů. Neprůchozí pokoje. V bezprostředním okolí veškerá občanská vybavenost, stanice metra Flora a Želivského v dochozí vzdálenosti. Byt je vzhledem ke své poloze vhodný jak na investici, tak na vlastní bydlení.; Při kontaktu s RK prosím uvádějte evidenční číslo 50063847.","3 630 000 Kč za nemovitost, včetně provize, včetně právního servisu","Cihlová","Po rekonstrukci","","","","Družstevní","47","47","","","Prodej bytu 2+kk 47 m²","Slezská, Praha 3 - Vinohrady","3 630 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-cernokostelecka/2826031452","Nabízíme k prodeji byt 2+1, 55 m2, který se nachází ve 3. cihlového domu u zastávky tramvaje Nové Strašnice. Pokoje jsou navzájem neprůchozí, jeden (13,3 m2) orientovaný na sever do tichého vnitrobloku a druhý (17,4 m2) na jih. V bytě jsou plastová okna, dřevěné parkety, koupena s vanou a wc samostatně. Ohřev vody a vytápění je zajištěno centrální kotelnou. Součástí prodeje je i sklepní kóje o velikosti cca 2 m2. PENB nebyl zatím dodán, proto uvádíme nejnižší kategorii G.","3 300 000 Kč za nemovitost, včetně provize, včetně právního servisu","Dnes","Cihlová","Velmi dobrý","Osobní","4. podlaží z celkem 4; Třída G - Mimořádně nehospodárná","Dálkový vodovod","Veřejná kanalizace","Plynovod","Elektřina: 230V","Internet, Kabelová televize","Prodej bytu 2+1 55 m²","Černokostelecká, Praha 10 - Strašnice","3 300 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-ruzyne-u-valu/1996087644#img=0&fullscreen=false","Prodej bytu 2+kk o podlahové ploše 44 m2 v Praze 6, Ruzyni. Byt v 9.NP v zatepleném panelovém domě a velmi nízkými náklady. Nová fasáda, eurookna s protihlukovým zasklením, bezpečnostní kamery ve společných prostorách. Celý byt je po rekonstrukci laděn do provensálského stylu, kuchyň v masivu, vestavěná zrcadlová skříň na chodbě. V pokoji značková plovoucí podlaha. Z bytu je krásný výhled do kraje. V blízkosti MŠ, ZŠ, dětské hřiště a veškerá občanská vybavenost. Velmi dobrá dostupnost MHD. Financování hypotékou zdarma zařídíme.","3 250 000 Kč za nemovitost, včetně provize","Dnes","Panelová","Velmi dobrý","Osobní","Sídliště; MHD","1","Ústřední dálkové","Dálkový vodovod","Telekomunikace: Telefon, Internet, Kabelová televize","Veřejná kanalizace","Prodej bytu 2+kk 44 m²","U Valu, Praha 6 - Ruzyně","3 250 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-dalimilova/478204252#img=0&fullscreen=false","V projektu Rezidence U Kronikáře bychom Vám rádi nabídli k prodeji do osobního vlastnictví rozestavěnou nebytovou jednotku - atelier 2+kk- bez sanity, nášlapných vstev, obkladu a dlažby v koupelně. K atelieru náleží balkon 1,1 m2. Orientace atelieru je na sever. Celková výměra atelieru je 43,1 m2. Atelier je po rozsáhlé rekonstrukci. Cena atelieru nepodléhá DPH.; Rezidence v jedné z nejstarších ulic Žižkova, Rezidence U Kronikáře, vám nabízí vše, po čem jste kdy toužili. Spojení historické lokality a nedalekého centra vám dává nové možnosti jak trávit svůj volný čas, jak žít…; Útočiště v Rezidenci U Kronikáře naleznete v jednom z 10 bytů či v 8 atelierech s výjimečnou atmosférou, kterou by jim mohl závidět i samotný Dalimil. Lokalita i rezidence dává ale příležitost i podnikavým jedincům, kteří se rozhodli žít svůj sen i v pracovní době. Pro ně tu máme připravené 2 nebytové prostory. I oni tak mohou být součástí celku, který je tolik výjimečný.; Dům o pěti podlažích Vám toho krom své minulosti může nabídnout mnoho…Můžete se těšit na novou, svěží tvář tradiční architektury, která vznikne po rozsáhlé rekonstrukci celého domu, včetně společných prostor.; Rezidence U Kronikáře je tak tím pravým místem pro všechny, kteří chtějí být součástí historické části Žižkova a přitom žít moderní život.; Průkaz energetické náročnosti je k dispozici v kanceláři. Ve fotogalerii naleznete vizualizace, které nemusejí odpovídat skutečnosti.","3 776 000 Kč za nemovitost, včetně provize","Dnes","Cihlová","Po rekonstrukci","Osobní","","-1. podlaží","1","42","Energetická náročnost budovy: Třída F - Velmi nehospodárná č. 78/2013 Sb. podle vyhlášky","Silnice, MHD","Prodej bytu 2+kk 43 m²","Dalimilova, Praha 3 - Žižkov","3 776 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-bohnice-lodzska/893047132","Prodej bytu 3+1 o CP 53 m2 ve 13. NP panelového domu v klidné části Prahy 8 - Bohnice. Byt je dispozičně řešen obývacím pokojem, kuchyní, ložnicí se vstupem na lodžii, dětským pokojem, koupelnou se sprchovým koutem a samostatným WC. K bytu náleží sklep. Možnost financování hypotečním úvěrem, který Vám rádi zajistíme. Veškerá občanská vybavenost v místě, výborná dopravní dostupnost. V ceně není zahrnuta daň z nabytí nemovitosti ve výši 4% z kupní ceny.","2 890 000 Kč za nemovitost, včetně provize","Dnes","Panelová","Dobrý","Osobní","Klidná část obce; MHD","","Ústřední dálkové","Dálkový vodovod","Telekomunikace: Internet, Kabelová televize","Veřejná kanalizace","Prodej bytu 3+1 53 m²","Lodžská, Praha 8 - Bohnice","2 890 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hostivar-bratislavska/653234524#img=0&fullscreen=false","Byt 3+kk se nachází v 1. nadzemním podlaží budovy N, 70 m2, terasa.","4 900 000 Kč za nemovitost, včetně DPH","Smíšená","Novostavba","Osobní","Klidná část obce","1. podlaží z celkem 6 včetně 2 podzemních","83","Ústřední dálkové","2016","Doprava: Silnice, MHD, Autobus","Telefon, Internet, Kabelová televize","Prodej bytu 3+kk 66 m²","Bratislavská, Praha - Hostivař","4 900 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-hlubocepy-wassermannova/4195275100#img=0&fullscreen=false","Nabízíme k prodeji příjemný, zrekonstruovaný byt 3+kk se dvěma lodžiemi nacházející se v klidném, posledním patře bytového domu na Barrandovském sídlišti v Praze 5 Hlubočepích ve Wassermannově ulici. Díky praktické rekonstrukci je byt velmi dobře dispozičně řešen - obývací pokoj je propojen s původní kuchyní, čímž vznikla velká obytná místnost (cca 40 m2) s kuchyňským koutem a jídelní částí a jako bonus i samostatný barový kout; na první pohled zde upoutá pozornost kvalitní stylová dlažba. Velkorysá kuchyňská linka s vestavěnou elektrickou varnou deskou, elektrickou troubou, novou myčkou a samostatnou lednicí nabízí celou řadu úložných prostor stejně jako barový kout - vše zhotovené na míru. Původní jádro bylo rovněž dispozičně změněno, díky přemístění toalety došlo k výraznému zvětšení koupelny o neobvykle prostorný zděný sprchový kout. Rozsáhlé úložné prostory se nacházejí ve velké komoře přístupné z předsíně proti vchodovým dveřím, v předsíni naleznete i velkou rohovou šatní skříň se zrcadlem. Z chodby se vchází do dvou samostatných pokojů užívaných jako ložnice a dětský pokoj s lodžií - oba orientovány na jihozápad, obývací pokoj s druhou lodžií orientován na severovýchod s příjemným výhledem na Trnkovo náměstí a přes Prokopské údolí na Strahovský stadion a Žižkovskou věž na horizontu (obě lodžie možno zasklít). Dům po celkové rekonstrukci - nová fasáda, zateplení, střecha, výtahy. Družstevní vlastnictví, po doplacení anuity lze uvažovat v horizontu několika let o možnosti převodu do osobního vlastnictví. V místě kompletní občanská vybavenost, 1 minutu chůze od domu zastávka tramvají - 15 minut na Smíchovské nádraží, 18 minut k nákupnímu centru Nový Smíchov. V bytě možno nechat většinu vybavení. Doporučujeme ke klidnému rodinnému bydlení.","3 689 000 Kč za nemovitost","Dnes","Panelová","Velmi dobrý","Družstevní","Sídliště","8. podlaží z celkem 8","","12","Energetická náročnost budovy: Třída G - Mimořádně nehospodárná","Internet, Kabelová televize","Prodej bytu 3+kk 110 m²","Wassermannova, Praha 5 - Hlubočepy","3 689 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-limuzska/1749803356","Prodej bytu 2+1 po částečné rekonstrukci. Obytná plocha 79 m2 je rozdělena do následujících dipozic: dva velké pokoje (21 m2 a 20,6 m2), kuchyň (17 m2) s komorou (4 m2), předsíň (10,5 m2) se spíží (1,3 m2), koupelna (3,5 m2) a samostatná toaleta (1 m2). V bytě jsou nové rozvody elektřiny, datových kabelů a vody, nové radiátory, je zde nová koupelna a příprava na kuchyňský kout. Celý byt je čerstvě vymalován. Dřevěné podlahy, okna, žaluzie a vnitřní dveře jsou původní, nicméně v dobrém stavu. Rekonstrukcí prošel i celý dům (střecha, rozvody, společné prostory). Obyvatelé domu mohou využívat společnou předzahrádku. Vynikající dopravní dostupnost (metro A - Depo Hostivař cca 5 min pěšky), stanice bus a tram hned u domu. V docházkové vzdálenosti ZŠ i MŠ, Poliklinka, Malešický park. Energetická náročnost - třída F.","3 750 000 Kč za nemovitost","Cihlová","Po rekonstrukci","Osobní","","","3. podlaží z celkem 5","","Ústřední plynové","","","Prodej bytu 2+1 79 m²","Limuzská, Praha 10 - Strašnice","3 750 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vrsovice-bajkalska/482267484#img=0&fullscreen=false","Nabízíme k prodeji byt 2+1 s možností přestavět na 3+kk o velikosti 74m2 se dvěma balkóny 7m2 nacházející se ve třetím patře cihlového domu s výtahem. Dům po částečné rekonstrukci - nová střecha, nové elektrické a plynové rozvody v domě, stoupačky v plastu, nová okna, vchodové dveře na čip. Byt je v původním udržovaném stavu, má kuchyňskou linku se spotřebiči, obývací pokoj s balkónem, koupelnu s vanou, samostatné WC, dvě původní vestavěné skříně v chodbě, ve všech pokojích původní dubové parkety v dobrém stavu. Příslušenstvím bytu je sklep. Klidná lokalita s veškerou občanskou vybaveností. Výborná dopravní dostupnost. Osobní vlastnictví. Ukazatel energetické náročnosti: G* (v tuto chvíli probíhá vypracování PENB, údaj bude aktualizován).","4 290 000 Kč za nemovitost","Dnes","Cihlová","Velmi dobrý","Osobní","Klidná část obce; Vlak, Silnice, MHD, Autobus","","Plynovod","Ústřední dálkové","Telekomunikace: Telefon, Internet, Kabelová televize","Veřejná kanalizace","Prodej bytu 3+kk 81 m²","Bajkalská, Praha - Vršovice","4 290 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-malesice-hostynska/3529429340#img=0&fullscreen=false","Dovolujeme si Vám nabídnout byt o velikosti 2+1, který je situován do zvýšeného přízemí (2,5m2) čtrnáctipatrového panelového domu v Praze 10 - Malešicích. Družstevní vlastnictví, anuita je jež splacena, zatím bez možnost převodu do OV. Prodej bytu po částečné renovaci: zánovní kuchyňská linka původní s kombi. sporákem, PVC. Koupelna je původní s vanou - zděné jádro, obklady a dlažba, toaleta je zvlášť. Vestavěná skříň v předsíni a komora. Plastová okna, v pokojích plovoucí podlahy, 1 vestavěná skříň, ústřední topení, měřiče na teplo a vodu, přípojky na TV kabel a internet, sklep. Měsíční poplatky 5.500,-Kč včetně záloh na elektřinu, plynu a internetu. Orientace bytu je na Z s výhledem do zeleně, ulici a protější kolmo stojící domy. Dům prošel celkovou rekonstrukcí - zateplená fasáda, nová střecha, vstupy, plastová okna, výtahy, společné prostory. Parkování u domu. Veškerá občanská vybavenost: BUS na metro Želivského 5.min. U domu drogerie, potraviny Žabka, fitnes, solárium, pizzerie,v pěší chůzi pošta, Poliklinika Plaňanská, lékárna, banka, Malešický park, ZŠ, MŠ, SŠ, SOU, gymnázium. Byt je volný dle dohody. Ukazatel energetické náročnosti: G* (po vypracování PENB bude údaj aktualizován dle skutečnosti). Cena nezahrnuje provizi RK.","2 650 000 Kč za nemovitost","Dnes","Panelová","Velmi dobrý","Družstevní","","1. podlaží z celkem 14","","59","Bezbariérový:","Ústřední dálkové","Prodej bytu 2+1 59 m²","Hostýnská, Praha 10 - Malešice","2 650 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-mladi/2627985756","Dovolujeme si nabídnout k prodeji velice pěkný slunný byt v pěkné lokalitě Praha 5 Stodůlky. Byt o dispozici 3+kk s velkou lodžií je umístěn ve 3.patře bytového domu. Dům je po rekonstrukci - zateplená fasáda, nová střecha, nová okna, výměna stoupaček. Byt je v původním udržovaném stavu. Nedávno byla instalována nová okna. Byt má samostatné etážové topenní s litinovými radiátory a plynovým kotlem. Na podlahách v 2 pokojích jsou parkety, v jedné ložnici plovoucí podlaha, v kuchyni dlažba. K bytu náleží 2 oddělené sklepy o velikosti cca 2,5 m2 a 10 m2. V domě není výtah. Velkou výhodou pro majitele bytů v domě je, že k domu náleží větší pozemek, na kterém je možno parkovat bez ohledu na parkovací zony.","3 950 000 Kč za nemovitost","Dnes","Cihlová","Velmi dobrý","Osobní","3. podlaží z celkem 3","74","","","Ukazatel energetické náročnosti budovy: 1,0 kWh/m^2 za rok","Třída D - Méně úsporná","Prodej bytu 3+kk 74 m²","Mládí, Praha 5 - Stodůlky","3 950 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-plynarny/478794076","Jako přímí majitelé Vám nabízíme k prodeji byt 2+kk v projektu BD Bohdalecké Výhledy, na Praze 10 - Michle. Byt je orientován na východní stranu a je ve stavu před rekonstrukcí. Celková výměra bytu je 57 m2. K bytu náleží sklepní kóje 3 m2.; Váš nový domov v bytovém domě Bohdalecké výhledy, v ul. U Plynárny, vám poskytne dostupnost těch nejzbytnějších míst. Pár kroků od domu se nachází velký supermarket a ani za relaxem to nebudete mít daleko. Několik minut autobusovou dopravou vás dělí hned od několika lesnatých míst, jakým jsou například Roztylské sady.; Dům, který pochází z roku 1938, Vám nabídne převážně byty o dispozicích 1+kk a 2+kk. Byty zůstávají v původním stavu, plášť domu vč. společných prostor prochází rekonstrukcí.; Pár minut to budete mít k autobusové zastávce Chodovská a daleko se neprojdete ani na zastávku Bohdalecká. Linkami z těchto zastávek se pak během chvíle dostanete i na metro C/Roztyly či Pankrác. Chcete-li jet po zelené, autobusem se svezete i na stanici metra Skalka.; Průkaz energetické náročnosti je k dispozici v kanceláři. Ve fotogalerii naleznete vizualizace, které nemusejí odpovídat skutečnosti.","3 446 000 Kč za nemovitost, včetně provize","Dnes","Cihlová","Po rekonstrukci","Osobní","","6. podlaží","3","54","Energetická náročnost budovy: Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky","Silnice, MHD","Prodej bytu 2+kk 57 m²","U Plynárny, Praha 10 - Michle","3 446 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-plynarny/426496348","Jako přímí majitelé Vám nabízíme k prodeji byt 2+kk v projektu BD Bohdalecké Výhledy, na Praze 10 - Michle. Byt je orientován na východní stranu a je ve stavu před rekonstrukcí. Celková výměra bytu je 54,5 m2. K bytu náleží sklepní kóje 4,1 m2.; Váš nový domov v bytovém domě Bohdalecké výhledy, v ul. U Plynárny, vám poskytne dostupnost těch nejzbytnějších míst. Pár kroků od domu se nachází velký supermarket a ani za relaxem to nebudete mít daleko. Několik minut autobusovou dopravou vás dělí hned od několika lesnatých míst, jakým jsou například Roztylské sady.; Dům, který pochází z roku 1938, Vám nabídne převážně byty o dispozicích 1+kk a 2+kk. Byty zůstávají v původním stavu, plášť domu vč. společných prostor prochází rekonstrukcí.; Pár minut to budete mít k autobusové zastávce Chodovská a daleko se neprojdete ani na zastávku Bohdalecká. Linkami z těchto zastávek se pak během chvíle dostanete i na metro C/Roztyly či Pankrác. Chcete-li jet po zelené, autobusem se svezete i na stanici metra Skalka.; Průkaz energetické náročnosti je k dispozici v kanceláři. Ve fotogalerii naleznete vizualizace, které nemusejí odpovídat skutečnosti.","2 802 000 Kč za nemovitost, včetně provize","Dnes","Cihlová","Po rekonstrukci","Osobní","","1. podlaží","4","50","Energetická náročnost budovy: Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky","Silnice, MHD","Prodej bytu 2+kk 54 m²","U Plynárny, Praha 10 - Michle","2 802 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-zemedelska/1132888412","Společnost PSN nabízí v projektu Garden House k prodeji byt 2+kk s předzahrádkou 28 m2 a vč. sklepní kóje 4 m2. Orientace bytu je na západ. Byt se prodává ve stavu před rekonstrukcí.; Garden House, snoubení světla, zeleně a veškerého komfortu na jednom místě - u vás doma. Historie domu sahá do roku 1933 a v současné době prochází rozsáhlou, avšak citlivou rekonstrukcí. Ve vnitrobloku bude pro relaxaci rezidentů k dispozici prostorná zahrada. Okolí domu vám má rozhodně co nabídnout. Je zde spousta obchodů, restaurací, kaváren, lékáren, mateřská, střední i vysoká škola, pošta i golfový klub. Veškeré své služby nabídne také obchodní centrum Šestka, které je vzdáleno čtvrt hodiny autem od domu. Do 5 minut jste na autobusové zastávce, 6 minut je to na tramvajovou zastávku. Pouze 2 zastávky tramvají je vzdáleno metro A/Dejvická. Pro své toulky Prahou můžete využít i železniční dopravu - vlaková zastávka Praha – Podbaba je 700 m od domu.; PSN se specializuje na nemovitosti již 25 let a je odborníkem na rozsáhlé rekonstrukce původní zástavby z minulého století. Naším cílem je především zachování původních hodnot při zakomponování moderních prvků a dispozičních úprav tak, aby bydlení odpovídalo moderním požadavkům. Jako přímí majitelé garantujeme našim klientům velmi výhodné podmínky při prodeji i pronájmu, detailní informace o každé nemovitosti a kompletní servis.; Ve fotogalerii naleznete vizualizace, které nemusejí odpovídat skutečnému stavu. Marketingové půdorysy ve fotogalerii odpovídají budoucímu stavu. Průkaz energetické náročnosti je k dispozici v kanceláři.","4 310 000 Kč za nemovitost, včetně provize","Dnes","Cihlová","Po rekonstrukci","Osobní","","1. podlaží","4","61","Energetická náročnost budovy: Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky","Silnice, MHD","Prodej bytu 2+kk 93 m²","Zemědělská, Praha 6 - Dejvice","4 310 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-malesice-karanska/1434505564","Slunný, světlý byt 3+1/L po kompletní rekonstrukci se nachází ve zvýšeném přízemí (min. 2,5 m nad terénem) renovovaného domu. Nemovitost je situována v nízké zástavbě v klidné lokalitě v zeleni. Celková rozloha jednotky činí 71,4 m2 včetně lodžie 3,23 m2. Orientace obývacího pokoje se zasklenou lodžií a ložnice na jih, druhá ložnice a kuchyň je orientována na sever. V bytě jsou nová plastová okna, plovoucí podlahy, nové rozvody vody, elektřiny, nové štuky, interiérové dveře s obložkovými zárubněmi (dýha), vestavěné skříně na míru (v pokojích a předsíni), bezpečnostní vstupní dveře. V kuchyni je instalována linka na míru včetně spotřebičů. K bytu náleží sklep 2 m2. V případě zájmu je k dispozici další místnost ve sklepních prostorech o rozměrech 17 m2 za poplatek 500 Kč měsíčně. V domě jsou nově renovované stoupačky, rozvody elektřiny, plynu a slaboproudu, nový interiér, zateplená fasáda, plastová okna. Kompletní občanská vybavenost - v místě je škola, školka, poliklinika, několik řetězcových supermarketů, Malešický park. Výborná dostupnost MHD - autobusem pár minut do centra. Byt je v družstevním vlastnictví. Anuita je splacena.; Při kontaktu s RK prosím uvádějte evidenční číslo 50064030.","4 500 000 Kč za nemovitost, včetně provize, včetně právního servisu","Panelová","Po rekonstrukci","Družstevní","","","1. podlaží z celkem 5","","71","Topení: Ústřední dálkové","","Prodej bytu 3+1 71 m²","Káranská, Praha 10 - Malešice","4 500 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-28--pluku/1194250588#img=0&fullscreen=false","Exkluzivně nabízíme velmi pěkný zrekonstruovaný byt v žádané lokalitě v blízkosti centra města.Byt je vybaven kuchyňskou linkou se spotřebiči.Podlahová krytina plovoucí podlahy a dlažby.K bytu patří sklep.Možnost financování hypotéčním úvěrem, se kterým Vám rádi pomůžeme.","3 190 000 Kč za nemovitost, včetně provize, včetně právního servisu","1194250588","Cihlová","Po rekonstrukci","","","Osobní","2","41","","Třída D - Méně úsporná","Prodej bytu 2+kk 41 m²","28. pluku, Praha 10 - Vršovice","3 190 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-u-ceskych-lodenic/2449908060","Nabízíme byt v novostavbě k nastěhování již nyní. Při koupi nemovitosti nám nehradíte žádnou provizi, naše služby jsou pro kupujícího ZDARMA. Byt je dispozičně řešen jako 2+kk s terasou a privátní zahrádkou, která má výhled na Vltavu. Byt je nadstandardně vybaven - jsou zde dubové podlahy, vyhřívaná podlaha v koupelně a extra toaleta pro hosty. Okna jsou orientovaná směřem k řece s výhledem na vodní hladinu. K bytu náleží parkovací stání a sklepní prostor. V domě je recepce 24/7 a samozřejmostí je výtah na patře.; Do centra Prahy to je 10 minut autem či 15 minut. V okolí je běžecká stezka směrem do Zoo, tenisové kurty a golfové centrum.; Energetická náročnosti budovy je C.; Více informací najdete na naších webových stránkách.","4 900 000 Kč za nemovitost, včetně provize, včetně poplatků, včetně DPH, včetně právního servisu","Cihlová","Novostavba","Osobní","1. podlaží","91","25","","14","Garáž:","","Prodej bytu 2+kk 91 m²","U Českých loděnic, Praha - Libeň","4 900 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Stylově zařízený zrekonstruovaný byt přímo sousedící s Karlovým mostem se zachovalými původními prvky včetně dřevěného malovaného stropu nacházející se ve 2. podlaží Domu U Šteiniců, jež je na seznamu národních kulturních památek, v historickém centru Prahy jen pár kroků od Karlova mostu s výhledem na fasády malostranských domů.Tento moderní byt tvoří prostorný obývací pokoj s historickou malbou z 19. století, krytou sklápěcí postelí pro hosty a knihovnou s navrženým tajným vstupem do koupelny s ohledem na soukromí hostů, plně vybavená designová kuchyň, jídelna se stěnou s původní grafitovou výzdobou, ložnice vybavená samostatně stojící vanou z litého mramoru, šatna a 2 koupelny se sprchou a toaletou. Byt disponuje nadstandardním vybavením a materiály - ve všech obytných místnostech dřevěná dubová podlaha s olejovou povrchovou úpravou, v hlavní koupelně kombinace hladkého skleněného obkladu v kontrastu s texturou břidlice, celý byt vybavený audio-video systémem s centrálním ovládáním.Tento byt poskytující naprosté soukromí se nachází v exkluzivní lokalitě centra Prahy v blízkosti Karlova mostu a Malostranského náměstí.Interiér 117 m2.","Informace o ceně na dotaz","Cihlová","Po rekonstrukci","","","","Osobní","117","117","","","Prodej bytu 3+1 117 m²","Mostecká, Praha - Malá Strana","Info o ceně u RK"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-smichov-bieblova/3257332060","Nabízíme krásný byt 2+kk s francouzskými okny orientovanými do tiché zahrady ve 4.patře novostavby na exkluzivním místě nabízí luxusní bydlení i těm nejnáročnějším klientům. Byt má ložnici s úložným prostorem a obývací pokoj s prostorem pro kuchyňskou linku. V chodbě je prostor pro vestavěnou skříň. Výtah je na patře. Ideální místo pro bydlení zároveň v zeleni i ve městě. Při výstavbě domu byly zachovány prvky jako výšky říms a výšky střech okolních budov a jedním ze zajímavých prvků, kterými se může pyšnit tento projekt je fasáda, která má naprosto jedinečnou podobu. Lokalita na Smíchově je jedna z nejžádanějších rozvíjející se oblastí. Vstup do budovy je řešen skrz prostornou halu, ze které jsou dál přístupy do jednotlivých bytů.; Luxusní byt je velice světlý a má dostatek úložného prostoru.; Lákavý element může být i procházka do nedalekého parku z konce 19.století Na Skalce, který byl nedávno zrevitalizován nebo do parků Santoška a Mrázovka. V pěší dostupnosti jsou dále vynikající mezinárodní školy, delikatesní restaurace a obchodní centrum Nový Smíchov. Výhodou lokality je také výborná dopravní dostupnost, buď autobusem, metrem - zastávka Anděl nebo lze využít i vlakové nádraží Praha - Smíchov a budete v centru do sedmi minut.; Pro více informací navštivte naše webové stránky.","4 435 000 Kč za nemovitost, včetně poplatků, včetně DPH, včetně právního servisu","Cihlová","Velmi dobrý","Osobní","","","2. podlaží","","","Výtah:","Částečně","Prodej bytu 2+kk 48 m²","Bieblova, Praha - Smíchov","4 435 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-hostivar-hornomecholupska/2819871068","Nabízíme příjemné bydlení v Praze - Hostivaři v bytovém domě blízko stanice MHD situovaném do ulice Herbenova. Byteček ve druhém podlaží o dispozici 2+1 s balkonem do zahrady si snadno zalíbíte. Velký obývací pokoj s proskleným vstupem na západní balkon komunikuje chodbičkou spolu s kuchyní kde je spíž, linka a jídelní stůl. Přes vstupní halu bytu, kde jsou vestavné skříně projdete do ložnice orientované východním směrem do tiché slepé ulice. Koupelna s vanou a toaleta jsou samostatné místnosti, což přidává na komfortu bydlení. Byt je v původním udržovaném stavu a předpokládáme, že nový majitel využije potenciálu dotvořit prostor dle libosti. K bytu patří vlastní sklep. Dobrá adresa s dostupností MHD do centra města, ale i sportovních a volnočasových aktivit. Nákupy hravě zajistíte v nedalekém OC Hostivař nebo Štěrboholy. V současnosti uvádíme PENB třídy G. Údaj bude aktualizován.","3 100 000 Kč za nemovitost, včetně provize","Panelová","Dobrý","Osobní","2. podlaží","65; Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky","4","Dálkový vodovod","3","Plyn: Plynovod","Lokální plynové","Prodej bytu 2+1 65 m²","Hornoměcholupská, Praha 10 - Hostivař","3 100 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-kosire-vrchlickeho/3015627100#img=0&fullscreen=false","Nabízíme krásný a slunný, nově obnovený byt v činžovním domě po celkové rekonstrukci. Dispozice dvou velkých pokojů, koupelny se sprchovým koutem, umyvadlem a přípojkou na pračku, toaletou. V ceně bytu je moderní kuchyně včetně spotřebičů. Dále kvalitní plastová okna, kompletně nové topení vč. kotle. K bytu je navíc vlastní sklep v suterénu. Obnovený je nejen interiér a vnější plášť domu, ale všechny stavebně technické prvky a je nainstalován nový výtah. Dům je čistý a neustále udržovaný správcem. Osobně mohu koupi doporučit. Poplatky za služby spolu s fondem oprav činí neuvěřitelných 1.200,-Kč měsíčně. Nabídka tak může stavem i ekonomicky, konkurovat novostavbám z developerských projektů. Poloha pouhé dvě stanice MHD od Smíchovského Anděla, dodává nabídce atraktivitu. V současnosti uvádíme PENB třídy G. Údaj bude aktualizován. Parkování osobního vozu je možné ve vnitro bloku domu, po dohodě se správcem objektu.","3 750 000 Kč za nemovitost, včetně provize","Cihlová","Po rekonstrukci","Osobní","3. podlaží","50","50","Silnice, MHD","2014","Vybavení:","Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky","Prodej bytu 2+kk 50 m²","Vrchlického, Praha 5 - Košíře","3 750 000 Kč"
