"url","Text","Celkova cena","aktualizace","druh stavby","Stav objektu","vlastnictvi","Podlazi","Uzitna plocha","Doprava","Lodzie-m2","Vybaveni","Energ. narocnost","nadpis","Adresa","cena"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-jaroslava-foglara/419483996","Dovolujeme si Vám nabídnout byt 2+kk o výměře 40m2 ve velmi klidné lokalitě Praha Stodůlky. Byt je v družstevním vlastnictví, nachází se v 1. patře 2 patrového cihlového domu bez výtahu. Disponuje prostorným obývacím pokojem s kuchyňským koutem, ložnicí, koupelnou s vanou a toaletou. V bytě jsou plovoucí podlahy a dlažba, v předsíni vestavěná skříň.; V docházkové vzdálenosti chráněná krajinná oblast Prokopského a Dalejského údolí a Centrální park Prahy 13. V okolí domu obchody, restaurace, kavárny, ZŠ, MŠ, pošta, lékárna, obchodní centrum. 10 minut pěšky na metro Lužiny, autobusová zastávka 2 minuty od domu. Doporučuji prohlídku.","3 185 000 Kč za nemovitost, včetně provize, včetně právního servisu","Cihlová","Dobrý","Družstevní","Klidná část obce","","2. podlaží z celkem 3","Dálkový vodovod","40","Elektřina: 230V, 400V","Veřejná kanalizace","Prodej bytu 2+kk 40 m²","Jaroslava Foglara, Praha 5 - Stodůlky","3 185 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-uhrineves-venusina/1510723932","Nabízíme příjemný slunný byt s dispozicí 2+kk v osobním vlastnictví o celkové ploše 55 m2, nacházející se ve 3.NP novostavby. Byt disponuje zasklenou lodžií o výměře 7 m2, sklepní kójí 1,2 m2 a garážovým stáními v 1.PP domu. Dispozice bytu: předsíň s komorou, prostorný obývací pokoj s kuchyňským koutem a vstupem na lodžii, která je orientována na jihozápad, dále ložnice s vestavěnou skříní, koupelna s vanou a WC. Výhodou bytu je dostatek úložných prostor a naprosté soukromí s jedinečným výhledem - lodžie je krytá vůči sousedním bytům. Dům se nachází na okraji obce v blízkosti zeleně a veškeré občanské vybavenosti - obchody, MŠ, ZŠ, obchody, pošta, restaurace, divadlo, zdravotnické zařízení. Výborná dopravní dostupnost do Prahy - autobusová zastávka v pochozí vzdálenosti - směr na vlakové nádraží Uhříněves či na M Háje cca 10 min. Vlak na Hlavní nádraží 20 min. ve špicce každých 15 min. Sjezd na D1 cca 10 minut - exit 6 Průhonice/ Čestlice.","3 340 000 Kč za nemovitost, včetně provize","Cihlová","Novostavba","Osobní","Klidná část obce","3. podlaží z celkem 5 včetně 1 podzemního; Třída G - Mimořádně nehospodárná č. 148/2007 Sb. podle vyhlášky","1","Veřejná kanalizace","Lokální plynové","Elektřina: 120V, 230V, 400V","Telefon, Internet, Kabelová televize","Prodej bytu 2+kk 48 m²","Venušina, Praha 10 - Uhříněves","3 340 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-praha-8-strelnicna/4227912028","Nabízím exkluzivně prodej bytu 3+1 v osobním vlastnictví o celkové velikosti 75,2 m2 vč. lodžie a sklepní kóje. Samotná výměra bytu je 68,2 m2. Jedná se o byt v panelovém domě s výtahem. Byt je velmi dobře dispozičně situovaný. Po vstupu do bytu se dostanete do předsíně, odkud je vstup do všech místností kromě kuchyně. Kuchyň je přístupná z obývacího pokoje. Byt prošel výraznou rekonstrukcí. Jsou zde plastová okna se žaluziemi, zděné jádro, kuchyňská linka ve tvaru L, samostatný záchod, bezpečnostní dveře, v předsíni vestavná zrcadlová skříň. V koupelně je k dispozici rohová vana, umyvadlo včetně skříňky a zrcadla. V kuchyni je velká kuchyňská linka s vestavnými spotřebiči (elektrická trouba, sklokeramická varná deska, lednice, digestoř). Na podlaze jsou koberce a plovoucí laminátová krytina, v koupelně a na záchodě je dlažba. Součástí je sklepní kóje v suterénu domu a komora na patře u vchodových dveří. Dům je zateplen kontaktní izolací s novou fasádou a má nový výtah. V domě je k dispozici napojení na kabelovou TV a internet. Na byt je možné čerpat hypoteční úvěr, který vám dle potřeby zdarma zajistíme. Dům se nachází v těsné blízkosti veškeré občanské vybavenosti (obchody, lékař, ZŠ, MŠ). Metro LÁDVÍ a aut. zastávka směr Kobylisy - Prosek jsou vzdáleny do 1 minuty chůzí. Díky nově vzniklým parkovacím zónám je v okolí domu dostatek volných míst pro parkování auta.","3 990 000 Kč za nemovitost, + provize RK","Panelová","Velmi dobrý","Osobní","1. podlaží z celkem 6","75","","400V","Internet, Kabelová televize","Energetická náročnost budovy: Třída B - Velmi úsporná č. 78/2013 Sb. podle vyhlášky","MHD","Prodej bytu 3+1 75 m²","Střelničná, Praha - Praha 8","3 990 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/4+1/praha-stodulky-amforova/1944637788","Prodám pěkný, prostorný byt 4+1/L v panelovém domě ve 2.NP v osobním vlastnictví. Jedná se dispozičně o tři samostatné neprůchozí místnosti (viz plánek) + velký obývací pokoj 19 m² se vstupem na lodžii a samostatnou kuchyní s jídelním koutem. Ideální je orientace bytu: obývací pokoj, pokoj a kuchyně – jižní strana, další dva pokoje – severní strana. V bytě jsou dvě toalety a koupelna. Byt je v pěkném stavu (možno ihned bydlet), dům jako takový je po rekonstrukci stoupaček, vchodů a výtahu + nová plastová okna. K bytu náleží sklep 4m². Vchod do domu ze severní strany je bezbariérový. Velmi blízko je stanice metra Lužiny (3 min chůze), zastávky MHD, nákupní centrum Lužiny (2 minuty), škola, cyklostezka. Bezproblémové parkování před domem. (Využijte možnost pořízení tohoto bytu přímo ode mě, jakožto majitele, bez navýšení o provize realitek.)","4 150 000 Kč za nemovitost","1944637788","Panelová","Dobrý","Osobní","Ano; Silnice, MHD","","Plynovod","Ústřední dálkové","Telekomunikace: Telefon, Internet, Kabelová televize","Veřejná kanalizace","Prodej bytu 4+1 84 m²","Amforová, Praha - Stodůlky","4 150 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-vokovice-evropska/4244689244#img=0&fullscreen=false","Nabízím prodej bytu 2 + 1 v osobním vlastnictví a po rekonstrukci v atraktivní lokalitě Veleslavín/Červený Vrch Prahy 6 u Přírodního parku Šárka.; Byt se nachází v posledním 7. NP panelového domu se situovanými okny do prostorného parku ve vnitrobloku. K bytu náleží balkon a sklepní kóje. Dům je po kompletní revitalizaci včetně zateplení, plastových oken, střechy, stupaček a nového výtahu. Fond domu hospodaří s přebytkem, takže poplatky jsou naprosto minimální.; V pěší dostupnosti je veškerá občanská vybavenost, obchody, restaurace, lékárna, pošta, MŠ i ZŠ. Dopravní dostupnost je výborná - TRAM zastávka Sídliště Červený Vrch a zastávka metra ""A"" Bořislavka.; Byt je vybaven kvalitní kuchyňskou linkou a vestavěným nábytkem v chodbě a ložnici. Byt lze přenechat plně vybavený.; Cena je včetně provize, všech poplatků i právního servisu.","3 800 000 Kč za nemovitost","Panelová","Dobrý","Osobní","Klidná část obce","7. podlaží z celkem 7","3","Plynovod","Dálkový vodovod","Telekomunikace: Telefon, Internet","Veřejná kanalizace","Prodej bytu 2+1 54 m²","Evropská, Praha 6 - Vokovice","3 800 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zabehlice-jablonova/1683415388#img=0&fullscreen=false","Pěkný byt s balkonem po rekonstrukci 2+kk (2+1 kuchyně samostatně mimo pokoje) 40 m2, Praha 10, Zahradní město (Záběhlice), Jabloňová ul., osobní vlastnictví, 1. patro (ve výši druhého patra) - výtah, dům s recepcí, výměra bytu je 37,7 m2, + balkon 3 m2, ústřední vytápění, plovoucí podlahy, nová kuchyňská linka, zrekonstruovaná zděná koupelna s toaletou a sprchovým koutem. Velkou výhodou bytu je uzamykatelná společná vstupní hala, která je přístupná pouze pro dva byty - velký úložný prostor například pro kola, lyže apod. Kompletní rekonstrukce včetně rozvodů elektřiny a plynu, spojení = výborná dostupnost do centra (cca 20 minut), zastávky cca minutu chůze od domu, tesco expres minutu chůze, v blízkosti také Penny market, lékárna, přímo v domě je restaurace, fitcentrum a večerka, naproti domu se nachází poliklinika, škola a školka, v blízkosti Hamerský rybník, kde se nachází sportoviště (sqash, tenis, apod.) včetně restaurace a na druhém břehu vinný sklípek, v okolí domu je velký počet parků a spousta zeleně, cca 2 minuty jízdy autem je nájezd na štěrboholskou spojku. PENB:G","3 260 000 Kč za nemovitost, včetně provize","Panelová","Velmi dobrý","Osobní","2. podlaží","","40","Ihned","3","Vybavení:","Telefon, Internet","Prodej bytu 2+kk 40 m²","Jabloňová, Praha - Záběhlice","3 260 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-holesovice-v-haji/1929433436#img=0&fullscreen=false","Nabízíme byt k prodeji v DV, 2+kk, 55 m2 v Holešovicích Byt je velmi prostorný, světlý. Byt se nachází v 1 NP v domě s výtahem. K bytu patří sklep. Byt je vybavený kuchyňskou linkou, koupelnou s vanou, původní parkety. Byt se nachází v srdci Holešovic, přesto v klidné ulici s veškerou občanskou vybaveností. Byt se bude převádět do OS za dva roky. Tř. energ. náročnosti budovy G","3 450 000 Kč za nemovitost","Cihlová","Dobrý","Družstevní","Klidná část obce","","1. podlaží z celkem 5","","3","Energetická náročnost budovy: Třída G - Mimořádně nehospodárná","Dálnice, MHD, Autobus","Prodej bytu 2+kk 55 m²","V háji, Praha 7 - Holešovice","3 450 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-hlubocepy-proslunena/3948208476","Prodej bytu na 4. patře v panelovém 4 podlažním objektu. Objekt je poslední ze 3 objektů v slepé ulici Prosluněná. Lokalita je velice klidná a tichá bez rušení okolní dopravy nebo průjezdu aut. Sousední ulice je níže položená a tím sousední domy nijak nebrání ve výhledu. Z druhé strany objektu je stráň a vrcholky kopce Dívčí hrady. Okolí je v podstatě příroda s množstvím malých lesíků. Nedaleko je moderní dětské hřiště (cca 3 min chůze), prodejna potravin (cca 5 min), zastávka lokálního autobusu je cca 5 min, další linky bus a tram jsou cca 12 min. Cca 15 minut chůze je Gymnázium a stejně tak taneční škola. Školky a další služby (obchody, kavárny, restaurace jsou cca 15 minut). Nejbližší nákupní centra: Nový Smíchov (Anděl), Barrandov. Parkování je bezproblémové na stáních okolo objektu. Vlastní plynová kotelna. Evidenční číslo zakázky 02938","4 599 000 Kč za nemovitost, včetně provize, včetně právního servisu","09.01.2017","Panelová","Velmi dobrý","Osobní","4. podlaží z celkem 4 včetně 4 podzemních; Třída G - Mimořádně nehospodárná","2008","Veřejná kanalizace","Ústřední plynové","Doprava: Silnice, MHD, Autobus","Internet, Kabelová televize, Kabelové rozvody","Prodej bytu 3+1 73 m²","Prosluněná, Praha - Hlubočepy","4 599 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-radlice-nad-konvarkou/3637301596","Bydlení v klidném tichém prostředí, s krásným výhledem. Byt v osobním vlastnictví, udržovaný, částečně rekonstruovaný - koupelna a toaleta. Dům má plastová okna, nové rozvody, na rok 2017 plánované zateplování domu. K bytu náleží sklep ve společných prostorách domu, kočárkárna, kolárna, sušárna k dispozici. Možnost pronájmu garáže. Svoz dětí školím autobusem. Zastávka autobusu a mateřská školka 5 minut chůze, bus 8 minut Na Knížecí. Možnost vycházek do Prokopského údolí, sportovní vyžití ve sport centru Radlice 10 minut chůze. Více informací v RK. Hypotéční úvěr vyřídíme.","4 190 000 Kč za nemovitost, včetně provize","Včera","Panelová","Dobrý","Osobní","Klidná část obce; Částečně","69","Veřejná kanalizace","Dálkový vodovod","Doprava: MHD","230V","Prodej bytu 3+1 69 m²","Nad Konvářkou, Praha 5 - Radlice","4 190 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-zabehlice-zvonkova/536924508","Nabízíme prodej bytu 2+1, o rozloze 52,6 m2, s lodžií 2,6 m2 v 1. patře a sklepní kójí v panelovém domě s výtahem. Byt je v původním udržovaném stavu. Má koupelnu s vanou a samostatné WC. Přímo z obývacího pokoje je vstup na lodžii. V kuchyni je starší kuchyňská linka a spíž. Okna jsou plastová, v chodbě vestavěná skříň. Vytápění je ústřední. Dům je po kompletní rekonstrukci, která zahrnovala zateplení fasády, střechu a stoupačky. V okolí domu se nachází dostatek zeleně a základní služby. Dobré spojení MHD do centra. V případě potřeby Vám zajistíme hypotéku. V současné době je byt pronajat s tříměsíční výpovědní lhůtou. Vhodné i jako investice. Doporučujeme.","2 890 000 Kč za nemovitost, včetně provize","09.01.2017","Panelová","Dobrý","Osobní","2. podlaží z celkem 8 včetně 1 podzemního; Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky","2","Plynovod","Ústřední dálkové","Elektřina: 230V","Telefon, Internet","Prodej bytu 2+1 53 m²","Zvonková, Praha 10 - Záběhlice","2 890 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-petrovice-frostova/973263196","Původní 3+1, velmi zdařile přestavěno na nadstandardní 2+kk s lodžií, velkorysou koupelnou s vanou i sprchovým koutem, v blízkosti vodní nádrže Hostivař a Milíčovského lesa. Velmi příjemný výhled do zeleně. Obytné prostory situovány jižně, ložnice s koupelnou severním směrem. V okolí veškerá občanská vybavenost. Před domem zastávka MHD a v blízkém okolí vlaková zastávka Horní Měcholupy. Před domem bezproblémové parkování pro více vozů. Byt vhodný pro jednotlivce nebo pár. Nutno vidět. K bytu náleží sklep a v domě je společná kočárkárna. Doporučuji osobní prohlídku. Cena včetně právního servisu, bez daně z nabytí. Ukazatel energetické náročnosti: D; Při kontaktu s RK prosím uvádějte evidenční číslo 50063375.","3 590 000 Kč za nemovitost, včetně provize, včetně právního servisu","Panelová","Po rekonstrukci","Osobní","6. podlaží z celkem 7","","78","","","Energetická náročnost budovy: Třída D - Méně úsporná","Ústřední dálkové","Prodej bytu 2+kk 78 m²","Frostova, Praha 10 - Petrovice","3 590 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-cimice-okorska/3039289692","Exkluzivně nabízíme k prodeji družstevní byt 3 + 1 po kompletní nadstandardní modernizaci v Okořské ulici v Praze 8 - Čimicích. Byt je v družstevním vlastnictví, se splacenou anuitou bez výhledu převedení do osobního vlastnictví. Celková plocha bytu činí 78 m2 včetně lodžie o velikosti 7 m2 a sklepa 3 m2. Byt má nové bezpečnostní vstupní dveře. Do prostorného, světlého obývacího pokoje, orientovaného na západ, který má na podlaze parkety a vstup na širokou zasklenou lodžii s hezkým výhledem do parku se vstupuje přes obytnou předsíň s kuchyní a komorou (2,5 m2), kde je na podlaze nová dlažba. Další dva pokoje se vstupem z chodby jsou orientované na východ a nají parketovou podlahu. Byt byl nově rekonstruován ve vysokém standardu a není zařízený, kuchyňská linka není instalována. V koupelně s oknem je vana, toaleta a prostor na pračku. Byt se nachází ve čtvrtém patře budovy s novým výtahem, která prošla kompletní revitalizací fasády, rozvodů a oken. Nízké měsíční náklady na bydlení. Jedná se o nadstandardní bydlení v žádané čisté lokalitě s kompletní občanskou vybaveností (supermarket Albert v sousedství, škola, školka, restaurace, banky, pošta do 10 min chůze, OC Krakov 3 zast. MHD), a dobrou dostupností do centra Prahy.; Při kontaktu s RK prosím uvádějte evidenční číslo 50062949.","4 190 000 Kč za nemovitost, včetně provize, včetně právního servisu","Panelová","Po rekonstrukci","Družstevní","","","4. podlaží z celkem 8","","78","Topení: Ústřední dálkové","","Prodej bytu 3+1 78 m²","Okořská, Praha 8 - Čimice","4 190 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-nad-prehradou/847569244","Exkluzivní nabídka hezkého bytu 2 + kk o ploše 43,88 m2, 2. patro v dobrém stavu. Byt je v panelovém domě po kompletní rekonstrukci (fasáda, střecha, stoupačky, plastová okna, 2x nový výtah) v žádané lokalitě Praha 10 – Horní Měcholupy v těsné blízkosti Hostivařského parku (procházky a sportovní vyžití). Byt se nachází v uzamykatelné chodbě společné pro 3 byty, kde je také k užívání společná komora na patře. V bytě je vyměněná kuchyňská linka s el. sporákem a troubou, plastová okna se žaluziemi. Umakartové původní jádro – v koupelně vana, WC samostatně. Na podlaze PVC a koberce. K bytu náleží sklep. Orientace bytu na Z. Nízké měsíční poplatky. Velmi dobrá dopravní dostupnost, autobusová zastávka 1 min. od domu + 9 min. autobusem na metro C Háje. Kompletní občanská vybavenost v místě (2x MŠ, ZŠ, obchody, pošta). Osobní vlastnictví, lze financovat hypotékou, kterou Vám rádi vyřídíme. Ukazatel energetické náročnosti: C.; Při kontaktu s RK prosím uvádějte evidenční číslo 50063452.","2 499 000 Kč za nemovitost, včetně provize, včetně právního servisu","Panelová","Dobrý","Osobní","","","3. podlaží z celkem 12","","44","Výtah:","Třída C - Úsporná","Prodej bytu 2+kk 44 m²","Nad Přehradou, Praha 10 - Horní Měcholupy","2 499 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-dejvice-namesti-borislavka/3829915996","Exkluzivní nabídka: světlý, částečně zrekonstruovaný byt 2 + 1 o celkové ploše 56,4 m2 v 1. patře nízkého, pouze třípatrového cihlového domu v atraktivní a klidné lokalitě Prahy 6. V bytě je kuchyňská linka s vestavěnými spotřebiči – kombinovaný sporák, myčka, lednice, digestoř. Podlahy jsou plovoucí, dlažba a marmoleum. V koupelně vana, WC samostatně. Plastová okna, bezpečnostní dveře. Výměra místností: pokoje 16,6 a 12,3 m2, kuchyň 9,8 m2, předsíň 11,3 m2, koupelna 2,5 m2, WC 1,3 m2. Neprůchozí pokoje. K bytu náleží 2 sklepy v suterénu domu. Dům je ve výborném stavu, má zateplenou fasádu, plastová okna, nové rozvody el., stoupačky a novou plynovou kotelnu (zřízena z důvodu úspor a nezávislosti na teplárně). Možnost užívání předzahrádky. Orientace bytu – JV s výhledem do zeleně. Bezproblémové parkování. Vynikající dostupnost – metro Bořislavka v docházkové vzdálenosti, tram, bus. Veškerá infrastruktura v místě. Osobní vlastnictví, lze financovat hypotékou, kterou Vám rádi vyřídíme. Vhodné i jako investice na pronájem. Ukazatel energetické náročnosti: G* (v tuto chvíli probíhá vypracování PENB, údaj bude aktualizován).; Při kontaktu s RK prosím uvádějte evidenční číslo 50063464.","4 145 000 Kč za nemovitost, včetně provize, včetně právního servisu","Cihlová","Po rekonstrukci","Osobní","","","2. podlaží z celkem 4","","56","Energetická náročnost budovy: Třída G - Mimořádně nehospodárná","Ústřední dálkové","Prodej bytu 2+1 56 m²","náměstí Bořislavka, Praha 6 - Dejvice","4 145 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-horni-mecholupy-livornska/2699616604","Exkluzivní a plně vybavený byt s moderním designem o dispozici 3+1 se zasklenou lodžií o velikosti 79 m2, DV, 4. patro panelového domu, ulice Livornská, Praha 10 – Horní Měcholupy. Byt je po rekonstrukci v roce 2013. Kuchyně je vybavena moderní kuchyňskou linkou se sklokeramickou deskou, el. troubou, digestoří, lednicí, mrazákem a zabudovanou myčkou na nádobí. Vybavený obývací pokoj se vstupem na lodžii, orientací na jih. Obě ložnice vybaveny a orientovány na sever. Nová zděná prostorná koupelna s rohovou vanou a umyvadlem, samostatné WC. V bytě plovoucí podlahy, dlažba a koberce. Bezpečnostní vstupní dveře. Plastová okna se žaluziemi. Panelový dům je po celkové revitalizaci – nová zateplená fasáda, výtah, malby, rozvody vody a odpadu, vstup do domu, zvonky a schránky. Byt se nabízí vč. vybavení, volný k nastěhování do 30 dnů. Parkování u domu je bez poplatků. V okolí kompletní občanská vybavenost a zastávka MHD. Dostupnost do centra 25 min. Info v RK.","3 700 000 Kč za nemovitost, včetně provize","09.01.2017","Panelová","Po rekonstrukci","Družstevní","Klidná část obce; MHD","3","Ústřední dálkové","Dálkový vodovod","Telekomunikace: Internet","Veřejná kanalizace","Prodej bytu 3+1 76 m²","Livornská, Praha 10 - Horní Měcholupy","3 700 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+kk/praha-repy-nevanova/3572687196","Prodej bytu 3+kk o celkové ploše 76 m2 s lodžií, který se nachází v 8. NP panelového domu s výtahem. Dům po kompletní rekonstrukci – zateplená fasáda, nová střecha, stoupačky, rozvody. Byt prošel rekonstrukcí v roce 2005 - zděné jádro, kuchyňská linka včetně spotřebičů, plovoucí podlahy a dlažba, koupelna s vanou, samostatné WC s umyvadlem, nové elektrické rozvody, plastová okna. K bytu náleží sklep 4.5 m2. Byt se prodává včetně nábytku. Klidná lokalita s dobrou občanskou vybaveností. V docházkové vzdálenosti škola, školka, obchody a restaurace. Bezproblémové parkování na velkém parkovišti za domem.Výborné dopravní spojení - tram 5 min. chůze).","3 780 000 Kč za nemovitost, včetně provize","09.01.2017","Panelová","Po rekonstrukci","Osobní","Sídliště; MHD","4","Ústřední dálkové","Dálkový vodovod","Telekomunikace: Telefon, Internet, Kabelová televize","Veřejná kanalizace","Prodej bytu 3+kk 76 m²","Nevanova, Praha 6 - Řepy","3 780 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+1/praha-strasnice-na-hroude/2713837916","Nabízíme slunný, teplý byt 2+1 68m2, 2 spížemi v bytě - 2m2 a 3m2 a se sklepem 2m2, v cihlovém činžovním domě bez výtahu. V bytě byla v roce 2016 provedená rekonstrukce - nové omítky, malba, renovace dřevěných parket, nové zásuvky a vypínače, nové dveře. V průběhu let 2010-2015 byla zrekonstruovaná koupelna a wc a v celém domě byla provedena nová plastová okna. Kuchyň, 9m2, je samostatná, je zde starší kuchyňská linka - určená k výměně dle vkusu budoucího majitele. Dále jsou zde dva prostorné pokoje - 17,7m2 a 20,5m2. Ve větším pokoji byla původně příčka, nabízí se tak možnost rozšíření bytu na 3+1. Byt se nachází ve velmi žádané lokalitě s výbornou dostupností do centra - zastávky tramvaje a autobusu hned u domu, ve vzdálenosti pouhých 300m je Metro Strašnická. V místě je veškerá občanská vybavenost - obchody, restaurace, nedaleko je park Gutovka, lanové centrum Gutovka, ZŠ Gutova, MŠ dvě stanice tramvají, zrovna tak dvě stanice tramvají gymn.Voděradská a Metropolitní univerzita. V blízkém okolí je nádraží Praha-Strašnice. Byt je možno financovat hypotečním úvěrem, pomůžeme s jeho vyřízením.","3 699 000 Kč za nemovitost","Dnes","Cihlová","Dobrý","Osobní","Klidná část obce","5. podlaží z celkem 5","Dálkový vodovod","68","Odpad: Veřejná kanalizace","Ústřední dálkové","Prodej bytu 2+1 68 m²","Na Hroudě, Praha 10 - Strašnice","3 699 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-horni-mecholupy-livornska/632017244","Prodej zrekonstruovaného bytu 3+1 s lodžií v Praze 15 Horní Měcholupy, 78 m2, v osobním vlastnictví. Byt se nachází v ulici Livornská, v prvním patře (druhém nadzemním podlaží) sedmipatrového panelového domu s novými plastovými okny. V bytě je kuchyňská linka, sádrokartonová koupelna s rohovou vanou, nová plastová okna s J a S orientací, ústřední topení s měřiči, stoupačky v plastu, vodoměry, komora na pračku. Dobrá dopravní dostupnost do centra, cca 10 minut na metro C Háje, cca 15 minut na metro A Skalka. Veškerá občanská vybavenost v okolí. K nemovitosti není vystaven PENB, s ohledem na zákonná ustanovení uvádíme její energetickou třídu na úrovni G. Byt lze financovat hypotečním úvěrem, který vám rádi pomůžeme zařídit.","3 690 000 Kč za nemovitost, + provize RK","Panelová","Velmi dobrý","Osobní","Sídliště","2. podlaží z celkem 8; Třída G - Mimořádně nehospodárná č. 78/2013 Sb. podle vyhlášky","7","Ústřední dálkové","Dálkový vodovod","Elektřina: 230V","Plynovod","Prodej bytu 3+1 78 m²","Livornská, Praha 10 - Horní Měcholupy","3 690 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/4+kk/praha-horni-mecholupy-milanska/2051723612","Prodej zrekonstruovaného bytu 4+kk v Praze 15 Horní Měcholupy, 87 m2, v osobním vlastnictví. Byt se nachází v ulici Milánská, v prvním patře (druhém nadzemním podlaží) sedmipatrového panelového domu s novými plastovými okny. V bytě je kuchyňská linka, zděná koupelna se sprchovým koutem, WC zvlášť, dále místnost vhodná jako technická nebo pro umístění velké šatny, popřípadě i koupelny (jsou zde rozvody), nová plastová okna s J a S orientací, ústřední topení s měřiči, stoupačky v plastu, vodoměry. Dobrá dopravní dostupnost do centra, cca 10 minut na metro C Háje, cca 15 minut na metro A Skalka. Veškerá občanská vybavenost v okolí. K nemovitosti není vystaven PENB, s ohledem na zákonná ustanovení uvádíme její energetickou třídu na úrovni G. Byt lze financovat hypotečním úvěrem, který vám rádi pomůžeme zařídit.","3 890 000 Kč za nemovitost, + provize RK","Panelová","Velmi dobrý","Osobní","Sídliště","2. podlaží z celkem 8; Částečně","Ihned","Plynovod","Ústřední dálkové","Doprava: Silnice, MHD","230V","Prodej bytu 4+kk 87 m²","Milánská, Praha 10 - Horní Měcholupy","3 890 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-plynarny/1951060316#img=0&fullscreen=false","Jako přímí majitelé Vám nabízíme k prodeji byt 2+kk v projektu BD Bohdalecké Výhledy, na Praze 10 - Michle. Byt je orientován na jižní stranu a je ve stavu před rekonstrukcí. Celková výměra bytu je 60,7 m2. K bytu náleží sklepní kóje 2,7 m2.; Váš nový domov v bytovém domě Bohdalecké výhledy, v ul. U Plynárny, vám poskytne dostupnost těch nejzbytnějších míst. Pár kroků od domu se nachází velký supermarket a ani za relaxem to nebudete mít daleko. Několik minut autobusovou dopravou vás dělí hned od několika lesnatých míst, jakým jsou například Roztylské sady.; Dům, který pochází z roku 1938, Vám nabídne převážně byty o dispozicích 1+kk a 2+kk. Byty zůstávají v původním stavu, plášť domu vč. společných prostor prochází rekonstrukcí.; Pár minut to budete mít k autobusové zastávce Chodovská a daleko se neprojdete ani na zastávku Bohdalecká. Linkami z těchto zastávek se pak během chvíle dostanete i na metro C/Roztyly či Pankrác. Chcete-li jet po zelené, autobusem se svezete i na stanici metra Skalka.; Průkaz energetické náročnosti je k dispozici v kanceláři. Ve fotogalerii naleznete vizualizace, které nemusejí odpovídat skutečnosti.","3 618 000 Kč za nemovitost, včetně provize","09.01.2017","Cihlová","Po rekonstrukci","Osobní","","6. podlaží","3","58","Energetická náročnost budovy: Třída E - Nehospodárná č. 78/2013 Sb. podle vyhlášky","Silnice, MHD","Prodej bytu 2+kk 61 m²","U Plynárny, Praha 10 - Michle","3 618 000 Kč"
"https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Stylově zařízený zrekonstruovaný byt přímo sousedící s Karlovým mostem se zachovalými původními prvky včetně dřevěného malovaného stropu nacházející se ve 2. podlaží Domu U Šteiniců, jež je na seznamu národních kulturních památek, v historickém centru Prahy jen pár kroků od Karlova mostu s výhledem na fasády malostranských domů.Tento moderní byt tvoří prostorný obývací pokoj s historickou malbou z 19. století, krytou sklápěcí postelí pro hosty a knihovnou s navrženým tajným vstupem do koupelny s ohledem na soukromí hostů, plně vybavená designová kuchyň, jídelna se stěnou s původní grafitovou výzdobou, ložnice vybavená samostatně stojící vanou z litého mramoru, šatna a 2 koupelny se sprchou a toaletou. Byt disponuje nadstandardním vybavením a materiály - ve všech obytných místnostech dřevěná dubová podlaha s olejovou povrchovou úpravou, v hlavní koupelně kombinace hladkého skleněného obkladu v kontrastu s texturou břidlice, celý byt vybavený audio-video systémem s centrálním ovládáním.Tento byt poskytující naprosté soukromí se nachází v exkluzivní lokalitě centra Prahy v blízkosti Karlova mostu a Malostranského náměstí.Interiér 117 m2.","Informace o ceně na dotaz","Cihlová","Po rekonstrukci","","","","Osobní","117","117","","","Prodej bytu 3+1 117 m²","Mostecká, Praha - Malá Strana","Info o ceně u RK"
