,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
1147,2926374,14135544,Private room,,Praha 4,77,5.0,2.0,1.0,1.0,20.0,2.0,50.060097,14.435814,2016-03-21 18:59:01.210153
1148,2930421,12646930,Entire home/apt,,Praha 7,35,5.0,,3.0,1.0,93.0,2.0,50.10181,14.424457,2016-03-21 14:11:08.326813
1149,2940756,15013920,Entire home/apt,,Suchdol,6,4.5,,3.0,,65.0,2.0,50.139765,14.38203,2016-03-21 18:56:53.289839
1150,2943572,9805316,Entire home/apt,,Praha 2,7,4.5,4.0,1.0,1.0,116.0,2.0,50.074243,14.419134,2016-03-21 14:32:44.748485
1151,2946315,10753135,Entire home/apt,,Praha 10,49,4.5,4.0,0.0,1.0,39.0,2.0,50.070653,14.482997,2016-03-21 19:07:03.391937
1152,2947360,9260498,Private room,,Praha 13,9,4.5,2.0,1.0,1.0,35.0,1.0,50.052541,14.347893,2016-03-21 14:57:15.311870
1153,2947736,8199709,Entire home/apt,,Praha 10,23,5.0,3.0,1.0,1.0,52.0,2.0,50.070611,14.452394,2016-03-21 18:46:09.014579
1154,2949180,14728465,Entire home/apt,,Praha 1,56,5.0,4.0,1.0,1.0,100.0,1.0,50.090259,14.425661,2016-03-21 17:42:37.663839
1155,2949893,144989,Private room,,Praha 4,1,1.0,2.0,1.0,1.0,32.0,1.0,50.055057,14.442603,2016-03-21 14:37:33.898580
1156,2950950,14056625,Private room,,Praha 7,94,4.5,4.0,1.0,,18.0,1.0,50.097655,14.433501,2016-03-21 16:05:23.816161
1157,2952636,6116742,Entire home/apt,,Praha 3,111,5.0,3.0,1.0,1.0,50.0,3.0,50.080336,14.448109,2016-03-21 17:10:04.655595
1158,2964698,7610688,Entire home/apt,,Praha 6,24,5.0,,2.0,1.0,41.0,2.0,50.099583,14.344186,2016-03-21 18:55:41.596492
1159,2967993,7596608,Entire home/apt,,Praha 5,2,4.5,2.0,1.0,1.0,35.0,1.0,50.071712,14.37575,2016-03-21 19:11:08.671153
1160,2972310,249307,Entire home/apt,,Praha 1,16,5.0,,3.0,1.0,184.0,2.0,50.089399,14.42601,2016-03-21 16:53:36.700813
1161,2974523,11549005,Entire home/apt,,Praha 10,56,5.0,4.0,2.0,1.0,113.0,2.0,50.066412,14.450221,2016-03-21 15:19:10.677745
1162,2974558,3529680,Entire home/apt,,Praha 1,136,4.5,,2.0,1.0,45.0,1.0,50.082024,14.424826,2016-03-21 19:14:53.773847
1163,2976582,15178868,Entire home/apt,,Praha 5,18,4.5,2.0,1.0,1.0,57.0,2.0,50.067315,14.397056,2016-03-21 19:09:03.622489
1164,2982182,13445057,Entire home/apt,,Praha 2,21,5.0,3.0,1.0,1.0,83.0,2.0,50.068943,14.418724,2016-03-21 17:01:30.440794
1165,2987632,15233833,Private room,,Praha 8,47,5.0,2.0,1.0,1.0,15.0,2.0,50.131853,14.478696,2016-03-21 18:05:02.492586
1166,3004091,2840955,Entire home/apt,,Praha 5,1,5.0,4.0,1.0,1.0,69.0,1.0,50.07191,14.405106,2016-03-21 18:03:50.030392
1167,3008759,15333416,Entire home/apt,,Praha 6,28,4.5,2.0,1.0,1.0,34.0,3.0,50.096631,14.356169,2016-03-21 18:54:57.108901
1168,3009311,8832697,Private room,,Praha 3,37,5.0,2.0,1.0,1.0,30.0,3.0,50.090853,14.4696,2016-03-21 15:11:13.374215
1169,3011407,11779664,Entire home/apt,,Praha 9,35,5.0,2.0,1.0,1.0,34.0,1.0,50.107002,14.501176,2016-03-21 14:31:33.351130
1170,3013334,9474220,Private room,,Praha 1,33,4.5,2.0,1.0,,20.0,2.0,50.092279,14.436004,2016-03-21 18:51:15.629045
1171,3018032,9345790,Entire home/apt,,Praha 1,63,5.0,4.0,2.0,1.0,72.0,2.0,50.088224,14.400231,2016-03-21 15:43:44.369611
1172,3020019,15313350,Entire home/apt,,Praha 3,8,5.0,3.0,1.0,1.0,68.0,2.0,50.08505,14.445478,2016-03-21 16:35:21.872142
1173,3036155,15463312,Private room,,Praha 1,89,4.5,2.0,1.0,1.0,46.0,2.0,50.090139,14.430185,2016-03-21 17:54:38.364639
1174,3046195,15510329,Private room,,Praha 2,33,4.5,3.0,1.0,1.0,56.0,6.0,50.072819,14.414275,2016-03-21 16:14:44.013496
1175,3047141,14626873,Entire home/apt,,Praha 10,18,5.0,2.0,1.0,1.0,38.0,2.0,50.072209,14.464837,2016-03-21 16:59:46.992571
1176,3052365,15537688,Private room,,Praha 6,1,4.0,2.0,1.0,1.0,73.0,3.0,50.091257,14.373253,2016-03-21 16:39:00.565504
1177,3057811,15564733,Private room,,Praha 15,5,5.0,2.0,1.0,1.0,22.0,2.0,50.040722,14.559184,2016-03-21 18:10:32.669843
1178,3058659,15568683,Entire home/apt,,Praha 3,4,5.0,4.0,1.0,1.0,75.0,2.0,50.077242,14.462704,2016-03-21 14:09:33.855518
1179,3062929,15591667,Private room,,Praha 5,1,5.0,2.0,1.0,1.0,46.0,2.0,50.062329,14.364953,2016-03-21 16:48:26.665380
1180,3069039,15619069,Entire home/apt,,Praha 4,13,5.0,2.0,2.0,1.0,46.0,2.0,50.059039,14.431673,2016-03-21 14:33:56.099652
1181,3070237,8068634,Entire home/apt,,Praha 8,85,5.0,3.0,2.0,1.0,75.0,2.0,50.096235,14.465585,2016-03-21 17:18:10.772651
1182,3072283,15635843,Entire home/apt,,Praha 2,73,5.0,4.0,1.0,1.0,48.0,2.0,50.073163,14.445445,2016-03-21 18:25:07.869711
1183,3079282,3425325,Entire home/apt,,Praha 7,34,5.0,4.0,1.0,1.0,52.0,2.0,50.103581,14.419758,2016-03-21 16:15:17.366482
1184,3081047,15677765,Private room,,Praha 2,15,4.5,2.0,1.0,1.0,35.0,1.0,50.069679,14.446879,2016-03-21 17:07:15.772579
1185,3081804,15681880,Private room,,Praha 1,18,5.0,4.0,1.0,1.0,47.0,1.0,50.081477,14.416216,2016-03-21 14:10:50.061299
1186,3082194,15683232,Entire home/apt,,Praha 5,1,5.0,2.0,0.0,1.0,75.0,3.0,50.078984,14.408278,2016-03-21 16:58:30.144212
1187,3085768,15677072,Entire home/apt,,Praha 4,6,4.5,4.0,2.0,1.0,46.0,1.0,50.046776,14.484121,2016-03-21 16:09:36.641533
1188,3091437,1091652,Private room,,Praha 3,41,5.0,3.0,1.0,1.0,28.0,2.0,50.086272,14.4453,2016-03-21 16:56:12.677884
1189,3103884,3991275,Entire home/apt,,Zli?ín,6,4.5,3.0,0.0,1.0,45.0,1.0,50.056218,14.281821,2016-03-21 16:03:45.330865
1190,3108099,6770947,Entire home/apt,,Praha 5,0,,,2.0,,60.0,2.0,50.071302,14.4087,2016-03-21 14:20:41.378286
1191,3118403,15844653,Entire home/apt,,Praha 4,15,4.5,4.0,2.0,1.0,40.0,2.0,50.048555,14.438264,2016-03-21 19:00:04.718828
1192,3118449,15844761,Entire home/apt,,Praha 1,70,4.0,2.0,1.0,1.0,54.0,1.0,50.078534,14.416342,2016-03-21 15:32:27.380091
1193,3119035,15846530,Private room,,Praha 6,20,4.5,4.0,1.0,1.0,60.0,3.0,50.099561,14.384475,2016-03-21 17:39:38.339450
1194,3119260,13121470,Entire home/apt,,Praha 1,30,4.5,,3.0,2.0,103.0,2.0,50.092353,14.420452,2016-03-21 16:33:44.338654
1195,3125814,15068996,Entire home/apt,,Praha 10,18,4.5,3.0,1.0,1.0,47.0,2.0,50.07198,14.443171,2016-03-21 15:24:04.003466
1196,3125819,15878225,Entire home/apt,,Praha 1,19,5.0,3.0,1.0,1.0,65.0,3.0,50.078724,14.424964,2016-03-21 17:05:58.000438
1197,3126900,12329112,Entire home/apt,,Praha 4,1,4.0,,3.0,1.0,91.0,1.0,50.05226,14.422875,2016-03-21 17:56:03.987100
1198,3128930,333807,Entire home/apt,,Praha 1,15,4.5,4.0,1.0,1.0,92.0,2.0,50.079898,14.417876,2016-03-21 19:14:24.967872
1199,3129100,9181393,Entire home/apt,,Praha 1,0,,2.0,1.0,1.0,115.0,1.0,50.087752,14.397086,2016-03-21 14:42:37.851588
1200,3129149,9181393,Entire home/apt,,Praha 1,1,,3.0,2.0,1.0,122.0,1.0,50.087972,14.396952,2016-03-21 18:52:44.004507
1201,3131719,2227448,Entire home/apt,,Praha 2,82,4.5,3.0,0.0,1.0,46.0,3.0,50.077026,14.429419,2016-03-21 14:58:27.265593
1202,3138538,15935715,Entire home/apt,,Praha 8,18,5.0,4.0,2.0,1.0,77.0,3.0,50.094201,14.457831,2016-03-21 19:11:23.645947
1203,3140919,15947836,Entire home/apt,,Praha 4,16,4.5,2.0,0.0,1.0,40.0,2.0,50.05598,14.420061,2016-03-21 16:39:15.893118
1204,3142502,15855042,Entire home/apt,,Praha 1,131,5.0,2.0,1.0,1.0,34.0,,50.081261,14.43073,2016-03-21 19:00:28.452389
1205,3148637,3228013,Entire home/apt,,Praha 2,65,4.5,3.0,0.0,1.0,45.0,,50.071298,14.430919,2016-03-21 16:41:16.461213
1206,3150310,4375053,Entire home/apt,,Praha 3,3,4.5,4.0,1.0,1.0,58.0,2.0,50.088157,14.458428,2016-03-21 16:41:37.112002
1207,3152682,146052,Entire home/apt,,Praha 1,34,5.0,3.0,2.0,2.0,90.0,3.0,50.0923,14.420457,2016-03-21 17:09:38.088598
1208,3152758,15927006,Entire home/apt,,Praha 1,50,5.0,5.0,2.0,1.0,26.0,1.0,50.091381,14.424332,2016-03-21 15:00:19.070839
1209,3154506,14626960,Entire home/apt,,Praha 6,16,5.0,3.0,1.0,1.0,62.0,1.0,50.088971,14.384458,2016-03-21 15:51:19.619804
1210,3156119,3228013,Private room,,Praha 2,96,4.5,3.0,1.0,1.0,45.0,,50.071635,14.428923,2016-03-21 17:54:26.042825
1211,3156657,16017461,Entire home/apt,,Praha 1,16,4.5,4.0,1.0,1.0,104.0,2.0,50.089421,14.428271,2016-03-21 14:39:43.687635
1212,3158697,15845023,Entire home/apt,,Praha 2,20,4.5,,2.0,,45.0,1.0,50.073116,14.443227,2016-03-21 14:45:00.725492
1213,3159099,16030347,Entire home/apt,,Praha 8,45,5.0,4.0,2.0,1.0,26.0,1.0,50.129475,14.458326,2016-03-21 14:37:11.134776
1214,3164621,16052005,Entire home/apt,,Praha 5,17,5.0,4.0,1.0,1.0,64.0,2.0,50.067447,14.39958,2016-03-21 17:33:51.674566
1215,3170718,2123719,Entire home/apt,,Praha 2,2,2.5,4.0,2.0,1.0,93.0,1.0,50.07074,14.415279,2016-03-21 17:44:52.819553
1216,3173530,3866319,Entire home/apt,,Praha 1,45,5.0,4.0,2.0,1.0,348.0,2.0,50.088806,14.423245,2016-03-21 15:07:33.961066
1217,3173998,3866319,Entire home/apt,,Praha 1,36,5.0,4.0,2.0,1.0,24.0,2.0,50.088824,14.423158,2016-03-21 14:29:42.189773
1218,3174179,3866319,Entire home/apt,,Praha 1,57,4.5,2.0,1.0,1.0,348.0,2.0,50.088852,14.424171,2016-03-21 14:41:56.107638
1219,3179199,14355440,Entire home/apt,,Praha 2,28,4.5,4.0,2.0,1.0,49.0,2.0,50.075312,14.447172,2016-03-21 15:09:03.864023
1220,3182714,16136818,Private room,,Praha 3,53,4.5,2.0,1.0,1.0,34.0,1.0,50.085395,14.45104,2016-03-21 16:04:56.479302
1221,3187173,16136818,Private room,,Praha 3,44,5.0,2.0,1.0,1.0,34.0,1.0,50.085464,14.450981,2016-03-21 16:20:51.814670
1222,3187322,2316788,Entire home/apt,,Praha 10,19,4.5,2.0,1.0,1.0,30.0,3.0,50.075788,14.486874,2016-03-21 19:05:04.385901
1223,3190532,16134500,Private room,,Praha 1,4,5.0,3.0,1.0,1.0,28.0,2.0,50.084179,14.414488,2016-03-21 14:49:40.278807
1224,3193151,7160691,Entire home/apt,,Praha 1,11,5.0,4.0,0.0,1.0,105.0,1.0,50.089434,14.40619,2016-03-21 15:25:27.315208
1225,3195288,9607236,Entire home/apt,,Praha 3,44,4.5,,2.0,2.0,103.0,3.0,50.086858,14.447891,2016-03-21 19:18:26.828521
1226,3197571,6678298,Entire home/apt,,Praha 5,15,4.5,2.0,1.0,1.0,27.0,2.0,50.073308,14.392669,2016-03-21 16:55:50.701293
1227,3199817,3764598,Entire home/apt,,Praha 1,134,5.0,2.0,1.0,1.0,60.0,2.0,50.085832,14.418607,2016-03-21 17:43:00.389552
1228,3200655,3659037,Private room,,Praha 3,70,5.0,2.0,1.0,1.0,22.0,2.0,50.091266,14.489651,2016-03-21 15:45:35.513301
1229,3201304,10690222,Entire home/apt,,Praha 1,86,5.0,4.0,2.0,1.0,75.0,2.0,50.089679,14.412028,2016-03-21 17:08:14.594877
1230,3203463,2969772,Private room,,Praha 4,26,5.0,2.0,1.0,1.0,20.0,2.0,50.05395,14.419345,2016-03-21 14:51:45.031704
1231,3204003,8884677,Entire home/apt,,Praha 11,0,,4.0,2.0,1.0,30.0,3.0,50.036233,14.486266,2016-03-21 16:59:09.873340
1232,3204571,16238248,Entire home/apt,,Praha 7,109,5.0,3.0,1.0,1.0,40.0,,50.099526,14.421573,2016-03-21 17:19:10.951479
1233,3204578,16238156,Entire home/apt,,Praha 8,9,4.5,,3.0,1.0,33.0,1.0,50.103232,14.476715,2016-03-21 15:33:51.190745
1234,3204876,2296662,Entire home/apt,,Praha 2,32,5.0,,2.0,2.0,220.0,2.0,50.076121,14.415338,2016-03-21 18:38:11.342213
1235,3206809,5003101,Entire home/apt,,Praha 10,0,,2.0,1.0,1.0,43.0,2.0,50.060351,14.46809,2016-03-21 15:33:44.714136
1236,3207742,16252359,Private room,,Praha 6,23,4.5,2.0,1.0,1.0,34.0,2.0,50.08316,14.376301,2016-03-21 18:10:45.991535
1237,3210429,16266926,Entire home/apt,,Praha 5,35,4.5,4.0,1.0,1.0,58.0,1.0,50.070768,14.406182,2016-03-21 15:00:26.986979
1238,3210982,16268641,Private room,,Praha 3,4,4.5,3.0,1.0,1.0,50.0,2.0,50.076925,14.46278,2016-03-21 18:37:25.237835
1239,3211558,9139241,Entire home/apt,,Praha 5,12,5.0,,2.0,1.0,99.0,2.0,50.06953,14.403288,2016-03-21 18:08:51.050932
1240,3213800,3327168,Private room,,Praha 6,0,,2.0,1.0,1.0,70.0,2.0,50.083713,14.377011,2016-03-21 17:58:28.891379
1241,3213848,4776895,Entire home/apt,,Praha 6,7,4.5,4.0,2.0,,103.0,2.0,50.108168,14.396016,2016-03-21 16:24:17.888494
1242,3214020,16278917,Entire home/apt,,Praha 10,66,5.0,2.0,1.0,1.0,31.0,,50.074612,14.489677,2016-03-21 16:39:06.083686
1243,3218734,7643560,Entire home/apt,,Praha 5,86,4.5,4.0,1.0,1.0,45.0,2.0,50.069725,14.405798,2016-03-21 17:12:10.359087
1244,3221953,3327168,Private room,,Praha 6,0,,4.0,1.0,1.0,81.0,2.0,50.08355,14.378917,2016-03-21 17:00:58.298517
1245,3224312,9345552,Entire home/apt,,Praha 1,18,4.5,,3.0,2.0,231.0,,50.090279,14.420727,2016-03-21 18:13:23.223877
1246,3224846,3123304,Entire home/apt,,Praha 1,18,5.0,3.0,2.0,1.0,80.0,2.0,50.091685,14.431116,2016-03-21 18:17:13.385423
1247,3227423,7122756,Entire home/apt,,Praha 6,30,5.0,2.0,1.0,1.0,57.0,2.0,50.104097,14.398813,2016-03-21 14:40:34.079197
1248,3229539,15464975,Private room,,Praha 1,21,5.0,2.0,1.0,,60.0,3.0,50.082472,14.40393,2016-03-21 15:21:07.909550
1249,3238901,412287,Private room,,Praha 6,2,5.0,1.0,1.0,1.0,18.0,3.0,50.08857,14.37675,2016-03-21 17:20:26.866608
1250,3240549,5949640,Entire home/apt,,Praha 1,39,5.0,,2.0,2.0,102.0,3.0,50.084734,14.414889,2016-03-21 16:16:54.116527
1251,3245650,16418891,Entire home/apt,,Praha 1,121,5.0,2.0,1.0,1.0,35.0,2.0,50.092794,14.429828,2016-03-21 17:15:00.671537
1252,3259325,16483737,Entire home/apt,,Praha 1,64,5.0,2.0,1.0,1.0,87.0,2.0,50.090164,14.424601,2016-03-21 18:02:34.746560
1253,3265856,3925931,Entire home/apt,,Praha 1,20,4.5,3.0,1.0,1.0,53.0,,50.085726,14.407379,2016-03-21 17:50:14.898635
1254,3268602,16524414,Entire home/apt,,Praha 2,39,5.0,4.0,1.0,1.0,55.0,,50.080145,14.444503,2016-03-21 19:16:20.091677
1255,3274839,3287258,Private room,,Praha 1,0,,4.0,1.0,1.0,93.0,,50.087267,14.425945,2016-03-21 14:32:30.583335
1256,3277660,788382,Entire home/apt,,Praha 1,20,5.0,2.0,1.0,1.0,65.0,2.0,50.083572,14.400306,2016-03-21 17:22:57.511081
1257,3279201,5737702,Entire home/apt,,Praha 7,0,,,2.0,1.0,69.0,1.0,50.098711,14.427523,2016-03-21 17:07:09.951188
1258,3279377,12173117,Entire home/apt,,Praha 8,78,5.0,4.0,1.0,1.0,42.0,2.0,50.089885,14.444067,2016-03-21 17:54:35.181157
1259,3281586,7944565,Entire home/apt,,Praha 7,0,,4.0,2.0,1.0,39.0,1.0,50.104054,14.448125,2016-03-21 19:07:00.423859
1260,3285761,16606129,Entire home/apt,,Praha 8,70,4.5,3.0,1.0,1.0,35.0,1.0,50.092637,14.446935,2016-03-21 17:33:30.992569
1261,3287857,13472213,Entire home/apt,,Praha 4,26,4.5,5.0,2.0,1.0,45.0,1.0,50.054688,14.419639,2016-03-21 14:12:26.886624
1262,3294666,16646675,Entire home/apt,,Praha 1,121,5.0,4.0,2.0,1.0,75.0,2.0,50.08983,14.424641,2016-03-21 14:46:39.431673
1263,3294739,16646675,Entire home/apt,,Praha 1,97,5.0,5.0,3.0,1.0,99.0,2.0,50.081299,14.424388,2016-03-21 15:16:17.260352
1264,3295992,16650166,Entire home/apt,,Praha 2,13,4.0,4.0,0.0,1.0,57.0,1.0,50.078034,14.444828,2016-03-21 18:41:20.506774
1265,3296208,16650166,Private room,,Praha 2,2,4.0,2.0,1.0,1.0,39.0,1.0,50.077928,14.446386,2016-03-21 19:01:23.711874
1266,3296236,15294187,Private room,,Praha 5,11,4.5,2.0,1.0,1.0,39.0,2.0,50.07122,14.36183,2016-03-21 17:49:24.133276
1267,3296544,16650166,Private room,,Praha 2,1,5.0,2.0,1.0,1.0,39.0,1.0,50.079529,14.446184,2016-03-21 15:45:05.397783
1268,3296603,16650166,Private room,,Praha 2,44,4.0,4.0,1.0,0.0,39.0,1.0,50.079754,14.446142,2016-03-21 14:44:28.428468
1269,3318683,13655812,Private room,,Praha 8,14,4.5,2.0,1.0,1.0,29.0,1.0,50.091208,14.450412,2016-03-21 14:58:40.629953
1270,3321060,16767996,Entire home/apt,,Praha 7,14,4.5,4.0,1.0,1.0,29.0,1.0,50.100399,14.426422,2016-03-21 15:55:26.198415
1271,3321658,16770887,Entire home/apt,,Praha 8,34,4.5,4.0,1.0,1.0,46.0,2.0,50.090789,14.445543,2016-03-21 16:20:11.675828
1272,3326574,11240031,Private room,,Praha 3,12,4.5,2.0,1.0,1.0,46.0,1.0,50.086845,14.461676,2016-03-21 18:36:34.406645
1273,3326584,806250,Entire home/apt,,Praha 1,125,5.0,4.0,2.0,2.0,110.0,2.0,50.084978,14.413077,2016-03-21 14:55:35.107411
1274,3328427,16501030,Entire home/apt,,Praha 7,7,4.5,4.0,2.0,1.0,47.0,2.0,50.105712,14.434685,2016-03-21 18:32:24.225821
1275,3329991,16811733,Entire home/apt,,Praha 6,0,,5.0,2.0,1.0,73.0,2.0,50.082861,14.368473,2016-03-21 15:08:11.667960
1276,3330473,16393090,Entire home/apt,,Praha 8,17,4.5,3.0,2.0,,57.0,2.0,50.102879,14.477622,2016-03-21 17:38:25.268228
1277,3333383,15846530,Private room,,Praha 6,8,4.5,2.0,1.0,1.0,60.0,3.0,50.099726,14.383998,2016-03-21 15:46:29.465962
1278,3335960,7106082,Entire home/apt,,Praha 3,65,4.5,2.0,1.0,1.0,62.0,2.0,50.081158,14.460295,2016-03-21 17:43:27.209581
1279,3336773,16846420,Entire home/apt,,Praha 1,114,4.5,4.0,2.0,1.0,76.0,1.0,50.087331,14.404239,2016-03-21 19:08:00.981297
1280,3336887,16846771,Private room,,Praha 10,109,5.0,3.0,1.0,1.0,23.0,2.0,50.070512,14.493551,2016-03-21 18:30:00.405470
1281,3337262,16843354,Entire home/apt,,Praha 6,59,5.0,4.0,2.0,1.0,43.0,4.0,50.10926,14.390755,2016-03-21 16:01:14.651205
1282,3337440,13267186,Entire home/apt,,Praha 7,0,,3.0,1.0,1.0,139.0,2.0,50.106438,14.456638,2016-03-21 18:26:00.943260
1283,3337471,16848991,Entire home/apt,,Praha 1,14,5.0,,2.0,,103.0,1.0,50.078029,14.430129,2016-03-21 19:04:28.372255
1284,3337480,7466764,Entire home/apt,,Praha 4,11,5.0,4.0,2.0,1.0,39.0,2.0,50.045597,14.452735,2016-03-21 16:30:04.740429
1285,3341259,3287258,Private room,,Praha 1,3,4.0,4.0,1.0,1.0,93.0,,50.087859,14.425969,2016-03-21 17:13:11.593281
1286,3341514,3287258,Private room,,Praha 1,1,,4.0,1.0,1.0,93.0,,50.087605,14.424405,2016-03-21 16:33:18.119050
1287,3341866,3287258,Entire home/apt,,Praha 1,5,5.0,,3.0,2.0,203.0,,50.090499,14.422765,2016-03-21 15:57:44.383460
1288,3345558,8745093,Entire home/apt,,Praha 4,112,5.0,3.0,1.0,1.0,68.0,2.0,50.062711,14.434548,2016-03-21 15:25:59.057823
1289,3346631,14528947,Private room,,Praha 2,2,5.0,2.0,1.0,1.0,46.0,1.0,50.068119,14.433325,2016-03-21 19:16:51.824523
1290,3352182,6649361,Entire home/apt,,Praha 3,135,5.0,2.0,0.0,1.0,34.0,,50.082847,14.445897,2016-03-21 18:14:18.067520
1291,3355181,8563177,Private room,,Praha 6,0,,1.0,1.0,1.0,70.0,3.0,50.097922,14.4013,2016-03-21 17:01:09.234201
1292,3362195,11063106,Entire home/apt,,Praha 6,60,4.5,4.0,1.0,,40.0,2.0,50.095742,14.406269,2016-03-21 16:12:05.415896
1293,3366218,15463312,Private room,,Praha 1,60,4.5,2.0,1.0,1.0,46.0,2.0,50.089324,14.429624,2016-03-21 17:19:07.973242
1294,3368779,3228013,Entire home/apt,,Praha 2,55,4.5,3.0,0.0,1.0,45.0,,50.071028,14.429178,2016-03-21 15:02:13.603617
1295,3368961,14555393,Entire home/apt,,Praha 5,38,4.5,2.0,,1.0,39.0,2.0,50.07814,14.386877,2016-03-21 14:25:37.253846
1296,3369982,930532,Entire home/apt,,Praha 1,36,4.5,3.0,1.0,1.0,75.0,,50.092159,14.431313,2016-03-21 14:13:41.134189
1297,3370116,13267186,Entire home/apt,,Praha 4,1,,2.0,0.0,1.0,92.0,2.0,50.055711,14.439316,2016-03-21 14:19:12.682911
1298,3374551,3228013,Entire home/apt,,Praha 2,19,5.0,5.0,0.0,1.0,45.0,1.0,50.073573,14.430157,2016-03-21 19:03:09.621503
1299,3377239,412287,Private room,,Praha 6,3,4.5,2.0,1.0,1.0,20.0,3.0,50.090863,14.377745,2016-03-21 17:03:15.183403
1300,3377660,17040141,Entire home/apt,,Praha 7,6,5.0,,2.0,,88.0,2.0,50.100229,14.431259,2016-03-21 16:57:22.779980
1301,3378938,5768684,Entire home/apt,,Praha 22,9,4.5,,3.0,2.0,35.0,1.0,50.013489,14.588291,2016-03-21 19:03:35.001610
1302,3381419,17060623,Entire home/apt,,Praha 7,77,5.0,4.0,1.0,2.0,59.0,3.0,50.102305,14.44391,2016-03-21 17:37:47.656717
1303,3388881,10211815,Private room,,Praha 6,4,4.0,3.0,1.0,1.0,32.0,1.0,50.083513,14.373059,2016-03-21 15:36:04.247712
1304,3390652,3931098,Entire home/apt,,Praha 3,56,4.5,4.0,1.0,1.0,31.0,2.0,50.085776,14.441414,2016-03-21 19:00:43.740383
1305,3390821,17107311,Entire home/apt,,Praha 5,86,5.0,2.0,1.0,1.0,43.0,1.0,50.079616,14.405624,2016-03-21 17:46:19.674758
1306,3396382,17041492,Entire home/apt,,Praha 2,74,5.0,2.0,1.0,1.0,45.0,2.0,50.067927,14.415088,2016-03-21 19:13:26.374605
1307,3400957,17148923,Private room,,Praha 2,42,4.5,2.0,1.0,,36.0,2.0,50.079004,14.421152,2016-03-21 14:47:25.963095
1308,3401932,7133220,Entire home/apt,,Praha 4,36,4.5,,2.0,1.0,55.0,1.0,50.047177,14.478351,2016-03-21 14:36:58.060554
1309,3402881,17161398,Entire home/apt,,Praha 1,7,5.0,2.0,0.0,1.0,75.0,3.0,50.084802,14.407227,2016-03-21 18:59:58.509414
1310,3404714,3529680,Entire home/apt,,Praha 2,54,4.5,4.0,1.0,1.0,33.0,2.0,50.078224,14.434939,2016-03-21 14:37:23.210913
1311,3408724,3377390,Entire home/apt,,Praha 5,12,5.0,5.0,2.0,1.0,44.0,2.0,50.064686,14.402492,2016-03-21 18:48:51.444035
1312,3408832,3377390,Entire home/apt,,Praha 4,62,4.5,,3.0,1.0,55.0,2.0,50.060072,14.446962,2016-03-21 15:38:54.867235
1313,3410545,17196616,Private room,,Praha 3,15,4.5,2.0,1.0,2.0,22.0,4.0,50.076888,14.454441,2016-03-21 18:35:27.695152
1314,3419231,16869294,Entire home/apt,,Praha 1,2,4.0,3.0,1.0,1.0,85.0,1.0,50.090068,14.404789,2016-03-21 18:45:49.724542
1315,3421482,6750421,Entire home/apt,,Praha 5,7,4.5,,3.0,2.0,145.0,3.0,50.07526,14.408395,2016-03-21 17:13:29.097376
1316,3421861,6750421,Entire home/apt,,Praha 5,10,4.5,,3.0,2.0,145.0,3.0,50.076248,14.409671,2016-03-21 14:34:56.852377
1317,3422150,6750421,Entire home/apt,,Praha 5,27,4.5,,3.0,2.0,163.0,3.0,50.075953,14.407735,2016-03-21 14:20:01.176601
1318,3423180,2555470,Entire home/apt,,Praha 1,78,5.0,,3.0,1.0,201.0,2.0,50.087839,14.419352,2016-03-21 15:23:26.148688
1319,3427514,17277764,Entire home/apt,,Praha 1,11,4.5,2.0,0.0,1.0,46.0,,50.080039,14.417936,2016-03-21 14:11:22.938140
1320,3427526,17196616,Private room,,Praha 3,20,4.5,2.0,1.0,2.0,22.0,4.0,50.076406,14.454407,2016-03-21 14:53:41.962880
1321,3429085,7215484,Entire home/apt,,Praha 5,26,5.0,5.0,2.0,1.0,155.0,3.0,50.07643,14.406964,2016-03-21 14:42:17.932080
1322,3431115,9779458,Entire home/apt,,Praha 10,65,4.5,2.0,0.0,1.0,40.0,2.0,50.07213,14.447083,2016-03-21 18:36:04.859238
1323,3432329,14528947,Private room,,Praha 2,0,,2.0,1.0,1.0,46.0,3.0,50.070172,14.434359,2016-03-21 17:33:27.066291
1324,3433765,17305324,Entire home/apt,,Praha 1,94,5.0,4.0,2.0,1.0,64.0,2.0,50.077624,14.424127,2016-03-21 17:35:44.018720
1325,3435277,17315641,Entire home/apt,,Praha 7,13,4.5,5.0,0.0,1.0,42.0,2.0,50.099553,14.424203,2016-03-21 18:25:05.796471
1326,3436760,15016705,Entire home/apt,,Praha 1,41,4.5,4.0,2.0,1.0,57.0,2.0,50.08354,14.413328,2016-03-21 17:37:17.775939
1327,3436806,17321350,Entire home/apt,,Praha 1,77,4.5,2.0,0.0,1.0,37.0,,50.080227,14.415203,2016-03-21 17:28:28.581514
1328,3439873,17315641,Entire home/apt,,Praha 6,6,5.0,3.0,0.0,1.0,27.0,2.0,50.087347,14.387698,2016-03-21 16:35:18.939034
1329,3442907,3529680,Entire home/apt,,Praha 2,17,4.5,,2.0,1.0,29.0,2.0,50.078173,14.434863,2016-03-21 14:36:20.810017
