,room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,latitude,longitude,collected
2662,6445579,30354601,Entire home/apt,,Praha 1,55,4.5,4.0,0.0,1.0,45.0,1.0,50.091283,14.418856,2016-03-21 15:05:23.927635
2663,6446282,33655333,Entire home/apt,,Praha 5,17,5.0,,2.0,,81.0,1.0,50.076151,14.365345,2016-03-21 18:35:21.441666
2664,6451845,33689420,Private room,,Praha 2,0,,,1.0,1.0,35.0,3.0,50.078552,14.436492,2016-03-21 19:16:34.345537
2665,6454512,33708088,Private room,,Praha 4,22,4.5,2.0,1.0,1.0,28.0,2.0,50.061974,14.450431,2016-03-21 17:46:16.949454
2666,6454663,33709039,Entire home/apt,,Praha 1,15,4.5,4.0,0.0,1.0,58.0,1.0,50.090848,14.427016,2016-03-21 16:18:58.976928
2667,6459423,33599224,Entire home/apt,,Praha 1,72,5.0,4.0,2.0,1.0,68.0,,50.083868,14.419922,2016-03-21 18:19:20.597806
2668,6465367,32726080,Entire home/apt,,Praha 2,16,5.0,4.0,2.0,1.0,64.0,3.0,50.073914,14.445762,2016-03-21 14:24:44.188552
2669,6470694,33803795,Entire home/apt,,Praha 1,40,5.0,2.0,1.0,1.0,54.0,2.0,50.090805,14.426204,2016-03-21 14:15:01.430956
2670,6476641,33835458,Entire home/apt,,Praha 1,1,5.0,4.0,1.0,1.0,93.0,1.0,50.078254,14.415404,2016-03-21 18:58:58.475982
2671,6484204,16902441,Entire home/apt,,Praha 3,3,4.5,3.0,1.0,1.0,42.0,5.0,50.083029,14.448456,2016-03-21 16:31:10.177331
2672,6485201,9805061,Entire home/apt,,Praha 2,35,4.5,3.0,1.0,1.0,49.0,3.0,50.074416,14.427177,2016-03-21 17:46:15.218937
2673,6487897,33883599,Entire home/apt,,Praha 5,3,4.5,2.0,2.0,1.0,39.0,3.0,50.038293,14.372004,2016-03-21 17:04:19.793902
2674,6488798,33910667,Entire home/apt,,Praha 8,2,5.0,4.0,1.0,,72.0,2.0,50.093002,14.441983,2016-03-21 16:10:29.631230
2675,6497928,9903917,Private room,,Praha 3,1,3.0,4.0,1.0,1.0,46.0,1.0,50.085602,14.450958,2016-03-21 15:24:26.006594
2676,6498043,9903917,Private room,,Praha 3,0,,5.0,1.0,1.0,58.0,1.0,50.085467,14.448973,2016-03-21 17:51:17.209676
2677,6498175,9903917,Shared room,,Praha 3,7,4.0,,1.0,1.0,22.0,1.0,50.087126,14.450356,2016-03-21 16:51:58.720924
2678,6498306,9903917,Private room,,Praha 3,0,,2.0,1.0,,40.0,1.0,50.087157,14.450569,2016-03-21 16:36:13.949095
2679,6501721,8055219,Entire home/apt,,Praha 1,3,5.0,2.0,0.0,1.0,69.0,2.0,50.088574,14.40423,2016-03-21 15:29:57.079973
2680,6501835,8914731,Private room,,Praha 6,2,4.0,2.0,1.0,1.0,41.0,1.0,50.116073,14.381037,2016-03-21 17:28:38.896498
2681,6514423,21036962,Entire home/apt,,Praha 6,0,,3.0,1.0,1.0,52.0,1.0,50.091514,14.303962,2016-03-21 16:06:07.883463
2682,6519219,25331925,Private room,,Praha 10,0,,2.0,1.0,1.0,39.0,1.0,50.075389,14.452975,2016-03-21 18:23:09.940174
2683,6519985,34097179,Entire home/apt,,Praha 1,23,4.5,3.0,1.0,1.0,52.0,1.0,50.080005,14.427962,2016-03-21 14:09:05.673923
2684,6521590,9805061,Entire home/apt,,Praha 2,27,4.0,3.0,1.0,1.0,40.0,3.0,50.076019,14.426544,2016-03-21 17:55:08.339093
2685,6521978,5463516,Entire home/apt,,Praha 2,45,5.0,4.0,1.0,1.0,57.0,2.0,50.075524,14.425144,2016-03-21 14:51:38.778810
2686,6522095,33649129,Entire home/apt,,Praha 8,0,,3.0,2.0,,42.0,7.0,50.136508,14.431845,2016-03-21 16:23:56.327853
2687,6523842,34118476,Entire home/apt,,Praha 1,30,5.0,4.0,1.0,1.0,89.0,1.0,50.087686,14.421098,2016-03-21 16:32:22.461689
2688,6524536,5650367,Private room,,Praha 9,0,,2.0,1.0,1.0,26.0,1.0,50.101497,14.527781,2016-03-21 18:35:15.166928
2689,6524547,34122703,Entire home/apt,,Praha 6,22,5.0,2.0,1.0,1.0,26.0,2.0,50.092912,14.303704,2016-03-21 14:23:20.457554
2690,6525651,20714524,Entire home/apt,,Praha 5,11,4.5,4.0,2.0,,115.0,3.0,50.043658,14.402294,2016-03-21 17:10:19.636577
2691,6530803,14419880,Private room,,Praha 5,20,5.0,2.0,1.0,1.0,64.0,2.0,50.073175,14.407247,2016-03-21 16:29:30.467330
2692,6531331,34160834,Entire home/apt,,Praha 4,0,,2.0,0.0,1.0,56.0,1.0,50.045034,14.4254,2016-03-21 16:27:30.833578
2693,6532544,34165442,Private room,,Praha 7,14,4.5,3.0,1.0,1.0,26.0,1.0,50.103215,14.4244,2016-03-21 16:34:26.528689
2694,6532973,10728433,Entire home/apt,,Praha 9,2,4.5,2.0,1.0,1.0,34.0,3.0,50.10967,14.508755,2016-03-21 14:16:35.755695
2695,6533593,34170719,Entire home/apt,,Praha 1,5,5.0,,2.0,1.0,39.0,1.0,50.079329,14.422245,2016-03-21 14:54:26.449045
2696,6533668,34171139,Entire home/apt,,Praha 3,1,5.0,4.0,0.0,1.0,75.0,4.0,50.08654,14.450046,2016-03-21 16:08:48.900132
2697,6533905,4221758,Entire home/apt,,Praha 1,1,5.0,4.0,1.0,1.0,139.0,1.0,50.08792,14.402059,2016-03-21 18:49:40.404828
2698,6533958,4221758,Entire home/apt,,Praha 1,0,,4.0,1.0,1.0,139.0,1.0,50.088435,14.401962,2016-03-21 16:47:19.047891
2699,6533960,12303346,Entire home/apt,,Praha 2,11,5.0,3.0,1.0,1.0,58.0,1.0,50.065435,14.421627,2016-03-21 14:53:47.065173
2700,6533995,4221758,Entire home/apt,,Praha 1,0,,4.0,2.0,1.0,115.0,1.0,50.088741,14.40137,2016-03-21 19:19:23.594048
2701,6534027,4221758,Entire home/apt,,Praha 1,4,5.0,2.0,0.0,1.0,115.0,1.0,50.088563,14.403736,2016-03-21 19:03:22.551119
2702,6534053,4221758,Entire home/apt,,Praha 1,1,4.0,5.0,2.0,1.0,168.0,1.0,50.088131,14.403496,2016-03-21 19:01:31.104874
2703,6534155,4221758,Entire home/apt,,Praha 1,0,,5.0,2.0,1.0,162.0,1.0,50.08822,14.403065,2016-03-21 16:17:56.783809
2704,6539977,5389351,Private room,,Praha 6,39,5.0,2.0,1.0,1.0,29.0,2.0,50.103453,14.402832,2016-03-21 17:14:05.903074
2705,6541190,34209085,Entire home/apt,,Praha 3,6,4.0,,5.0,2.0,301.0,2.0,50.087093,14.444029,2016-03-21 18:47:42.168789
2706,6541403,2627249,Private room,,Praha 3,7,5.0,2.0,1.0,,32.0,2.0,50.075437,14.45371,2016-03-21 16:57:19.064634
2707,6548773,19815719,Private room,,Praha 6,1,5.0,2.0,1.0,2.0,31.0,1.0,50.100203,14.403146,2016-03-21 18:50:55.056213
2708,6551561,10280411,Entire home/apt,,Praha 6,17,5.0,4.0,1.0,1.0,45.0,2.0,50.084853,14.378782,2016-03-21 17:40:57.387043
2709,6553905,22848727,Entire home/apt,,Praha 2,9,5.0,,2.0,1.0,115.0,1.0,50.070453,14.419066,2016-03-21 18:50:05.828463
2710,6555913,22527872,Private room,,Praha 3,6,5.0,2.0,1.0,1.0,24.0,2.0,50.093878,14.487516,2016-03-21 17:08:16.825305
2711,6556405,6453802,Entire home/apt,,Praha 4,0,,4.0,2.0,1.0,38.0,3.0,50.026971,14.453917,2016-03-21 19:16:54.816178
2712,6557303,5728815,Entire home/apt,,Praha 2,0,,3.0,2.0,1.0,68.0,2.0,50.069856,14.447248,2016-03-21 16:52:08.760670
2713,6558505,26041019,Private room,,Praha 7,0,,1.0,1.0,1.0,26.0,2.0,50.100252,14.448741,2016-03-21 15:59:40.308034
2714,6560780,34315299,Entire home/apt,,Praha 5,15,4.0,3.0,1.0,1.0,37.0,2.0,50.073939,14.395887,2016-03-21 18:22:30.853936
2715,6565670,1329045,Entire home/apt,,Praha 2,2,5.0,3.0,2.0,1.0,34.0,15.0,50.071029,14.415827,2016-03-21 19:19:09.221967
2716,6566394,11024853,Entire home/apt,,Praha 10,0,,4.0,2.0,1.0,55.0,3.0,50.064605,14.51481,2016-03-21 15:21:04.940484
2717,6567338,6695883,Entire home/apt,,Praha 6,12,4.0,4.0,1.0,1.0,40.0,2.0,50.083814,14.370959,2016-03-21 16:48:14.911579
2718,6570051,3014385,Entire home/apt,,Praha 2,41,5.0,4.0,1.0,1.0,63.0,1.0,50.069008,14.434624,2016-03-21 17:16:06.685408
2719,6578460,34413464,Entire home/apt,,Praha 8,0,,5.0,0.0,1.0,81.0,1.0,50.088196,14.442926,2016-03-21 17:23:01.217136
2720,6582497,9181393,Entire home/apt,,Praha 5,6,4.5,4.0,1.0,1.0,78.0,1.0,50.07909,14.403968,2016-03-21 14:48:26.781584
2721,6582610,33689420,Private room,,Praha 2,2,5.0,5.0,1.0,1.0,38.0,2.0,50.076677,14.435486,2016-03-21 17:47:43.008659
2722,6585222,33557802,Entire home/apt,,Praha 3,16,4.5,2.0,0.0,1.0,45.0,2.0,50.082277,14.444117,2016-03-21 14:12:46.230284
2723,6585419,9187780,Entire home/apt,,Praha 1,31,4.5,,3.0,1.0,71.0,2.0,50.08444,14.417829,2016-03-21 19:07:29.855034
2724,6586388,11751814,Private room,,Praha 6,6,4.5,2.0,1.0,1.0,29.0,2.0,50.107012,14.392684,2016-03-21 16:48:52.296917
2725,6587257,9187780,Entire home/apt,,Praha 2,16,4.5,5.0,2.0,,43.0,2.0,50.072993,14.436694,2016-03-21 16:35:30.402491
2726,6590192,24576613,Entire home/apt,,Praha 1,33,5.0,4.0,1.0,1.0,53.0,1.0,50.08289,14.430387,2016-03-21 16:32:41.806229
2727,6593221,9550037,Entire home/apt,,Praha 1,11,5.0,,3.0,,139.0,,50.091745,14.427909,2016-03-21 17:32:47.993281
2728,6594816,3756469,Entire home/apt,,Praha 9,5,4.5,5.0,2.0,1.0,74.0,1.0,50.105422,14.48602,2016-03-21 17:15:29.193328
2729,6595122,3756469,Entire home/apt,,Praha 9,1,5.0,4.0,1.0,1.0,74.0,1.0,50.104044,14.488033,2016-03-21 17:09:03.133847
2730,6601250,19587295,Entire home/apt,,Praha 10,39,5.0,4.0,1.0,1.0,30.0,1.0,50.070332,14.462029,2016-03-21 15:02:16.957535
2731,6601724,19182315,Entire home/apt,,Praha 1,69,5.0,4.0,1.0,1.0,54.0,1.0,50.07996,14.427389,2016-03-21 16:02:46.023777
2732,6604643,1773246,Private room,,Praha 1,56,5.0,2.0,1.0,2.0,70.0,2.0,50.08759,14.414636,2016-03-21 16:42:16.561915
2733,6604703,24912826,Private room,,Praha 8,1,4.0,4.0,1.0,1.0,20.0,1.0,50.129488,14.482161,2016-03-21 15:09:01.744484
2734,6606610,34428365,Private room,,Praha 10,4,4.5,2.0,1.0,1.0,32.0,3.0,50.071785,14.456945,2016-03-21 17:30:42.881374
2735,6608826,34580571,Private room,,Praha 5,10,5.0,2.0,1.0,1.0,38.0,2.0,50.070713,14.400217,2016-03-21 16:55:36.606407
2736,6609815,15228979,Entire home/apt,,Praha 6,6,5.0,4.0,2.0,1.0,57.0,,50.10357,14.396121,2016-03-21 14:49:18.633899
2737,6610456,34510886,Entire home/apt,,Praha 1,27,5.0,,2.0,1.0,115.0,1.0,50.086418,14.404839,2016-03-21 17:26:37.695320
2738,6610966,34592486,Private room,,Praha 13,7,5.0,1.0,1.0,1.0,26.0,3.0,50.050622,14.338974,2016-03-21 18:29:05.508675
2739,6615372,34596219,Entire home/apt,,Praha 4,10,4.5,4.0,2.0,1.0,34.0,3.0,50.050377,14.455415,2016-03-21 15:27:39.921157
2740,6618276,7471057,Entire home/apt,,Praha 8,10,5.0,2.0,0.0,1.0,52.0,6.0,50.092219,14.453942,2016-03-21 14:42:21.860272
2741,6620607,13916956,Private room,,Praha 3,3,5.0,2.0,1.0,1.0,39.0,1.0,50.079462,14.451838,2016-03-21 17:07:57.503838
2742,6625457,11323304,Private room,,Praha 1,31,4.5,2.0,1.0,1.0,39.0,1.0,50.090523,14.422253,2016-03-21 15:53:45.090354
2743,6630166,3700809,Entire home/apt,,Praha 1,35,5.0,2.0,1.0,1.0,103.0,,50.089199,14.41839,2016-03-21 16:21:56.293618
2744,6630891,10442920,Entire home/apt,,Libu,26,4.5,4.0,1.0,1.0,41.0,1.0,50.007438,14.462737,2016-03-21 15:07:22.702132
2745,6631600,34713289,Shared room,,Praha 10,5,4.5,2.0,1.0,1.0,14.0,2.0,50.069286,14.454415,2016-03-21 16:16:39.227581
2746,6632695,15490912,Entire home/apt,,Praha 6,1,5.0,2.0,1.0,1.0,33.0,2.0,50.104744,14.402011,2016-03-21 15:49:32.818806
2747,6633377,31263447,Entire home/apt,,Praha 1,25,4.5,2.0,1.0,1.0,110.0,1.0,50.085496,14.41862,2016-03-21 17:18:49.008232
2748,6635323,29404721,Entire home/apt,,Praha 6,14,5.0,,3.0,1.0,90.0,3.0,50.097778,14.399445,2016-03-21 16:44:24.976126
2749,6638240,19484507,Entire home/apt,,Praha 7,28,5.0,3.0,1.0,1.0,56.0,2.0,50.10165,14.418158,2016-03-21 14:37:15.325066
2750,6639522,9181911,Entire home/apt,,Praha 10,9,5.0,2.0,1.0,1.0,59.0,5.0,50.07537,14.507379,2016-03-21 18:37:57.468056
2751,6644253,34315299,Entire home/apt,,Praha 5,9,4.5,,3.0,1.0,92.0,2.0,50.072308,14.396182,2016-03-21 19:00:52.186111
2752,6644639,34315299,Entire home/apt,,Praha 5,1,4.0,5.0,2.0,1.0,64.0,2.0,50.071953,14.397094,2016-03-21 16:21:01.633533
2753,6649738,34803312,Private room,,Praha 3,0,,1.0,1.0,1.0,28.0,1.0,50.080513,14.447735,2016-03-21 15:32:24.582536
2754,6651325,16429464,Entire home/apt,,Praha 13,1,5.0,,2.0,1.0,53.0,3.0,50.050948,14.346639,2016-03-21 17:44:28.769449
2755,6652006,15391401,Entire home/apt,,Praha 2,1,4.0,2.0,0.0,1.0,40.0,3.0,50.066892,14.434116,2016-03-21 15:21:01.735599
2756,6653645,32952067,Private room,,Praha 2,5,5.0,2.0,1.0,1.0,19.0,1.0,50.077304,14.441357,2016-03-21 18:34:14.913130
2757,6654116,4076155,Entire home/apt,,Praha 2,2,4.0,4.0,2.0,1.0,59.0,1.0,50.066608,14.434197,2016-03-21 17:31:34.237501
2758,6654678,22794034,Private room,,Praha 1,51,4.5,2.0,1.0,,65.0,1.0,50.080129,14.418556,2016-03-21 15:42:46.710313
2759,6655037,22794034,Private room,,Praha 1,41,4.5,2.0,1.0,,65.0,1.0,50.078773,14.417111,2016-03-21 15:37:43.876726
2760,6658263,29384474,Entire home/apt,,Praha 1,33,4.5,4.0,2.0,1.0,70.0,1.0,50.085472,14.419654,2016-03-21 18:29:44.685831
2761,6660137,4119419,Entire home/apt,,Praha 2,6,4.0,4.0,2.0,1.0,80.0,2.0,50.077529,14.416608,2016-03-21 18:40:14.756643
2762,6660877,31599572,Entire home/apt,,Praha 1,22,4.5,3.0,1.0,1.0,69.0,1.0,50.091579,14.433295,2016-03-21 15:31:37.841300
2763,6665639,227945,Entire home/apt,,Praha 1,34,4.5,,3.0,1.0,54.0,,50.078668,14.423953,2016-03-21 15:54:44.273740
2764,6666349,27599490,Private room,,Praha 10,6,4.0,3.0,1.0,,43.0,1.0,50.072349,14.450219,2016-03-21 18:57:13.021660
2765,6666553,30802785,Entire home/apt,,Praha 8,2,5.0,2.0,1.0,1.0,38.0,3.0,50.105018,14.473524,2016-03-21 15:32:03.428225
2766,6666696,23634668,Private room,,Praha 18,5,5.0,2.0,1.0,1.0,38.0,1.0,50.131129,14.509501,2016-03-21 18:06:21.821901
2767,6668595,16950339,Private room,,Praha 1,9,4.0,1.0,1.0,1.0,37.0,3.0,50.086934,14.420296,2016-03-21 19:10:03.259983
2768,6669839,34909821,Private room,,Praha 2,13,5.0,4.0,1.0,1.0,30.0,1.0,50.075359,14.430215,2016-03-21 15:55:21.465518
2769,6675960,34940833,Entire home/apt,,Praha 1,1,5.0,2.0,1.0,1.0,85.0,3.0,50.081405,14.407448,2016-03-21 19:10:15.309042
2770,6680550,10280411,Entire home/apt,,Praha 1,28,4.5,,2.0,1.0,91.0,2.0,50.092089,14.428357,2016-03-21 14:42:41.260108
2771,6681288,34972336,Entire home/apt,,Praha 2,9,4.5,2.0,1.0,1.0,50.0,2.0,50.077706,14.442996,2016-03-21 15:02:31.104045
2772,6682501,34978026,Entire home/apt,,Praha 1,25,5.0,3.0,1.0,1.0,72.0,2.0,50.086989,14.417024,2016-03-21 16:23:32.808482
2773,6684939,34989595,Entire home/apt,,Praha 1,75,5.0,2.0,1.0,1.0,52.0,,50.079917,14.426291,2016-03-21 18:12:07.894346
2774,6690568,5643055,Private room,,Praha 6,9,5.0,2.0,1.0,1.0,26.0,2.0,50.099273,14.401374,2016-03-21 17:36:15.092613
2775,6690712,5643055,Private room,,Praha 6,18,5.0,2.0,1.0,1.0,37.0,2.0,50.099009,14.400506,2016-03-21 15:38:36.647096
2776,6690782,5643055,Entire home/apt,,Praha 6,13,5.0,4.0,2.0,1.0,54.0,,50.09859,14.403546,2016-03-21 16:14:32.620449
2777,6690926,27354505,Entire home/apt,,Praha 1,67,5.0,5.0,1.0,1.0,59.0,1.0,50.08681,14.409216,2016-03-21 16:30:11.505672
2778,6691762,35023723,Entire home/apt,,Praha 5,5,4.0,4.0,0.0,1.0,37.0,5.0,50.027499,14.362811,2016-03-21 18:14:39.722165
2779,6695059,3547058,Entire home/apt,,Praha 3,35,4.5,3.0,1.0,1.0,31.0,1.0,50.086501,14.447648,2016-03-21 16:06:16.637546
2780,6695544,26461157,Entire home/apt,,Praha 7,10,5.0,2.0,0.0,1.0,41.0,2.0,50.101164,14.426584,2016-03-21 15:51:36.970620
2781,6696293,35053409,Entire home/apt,,Praha 7,8,4.5,4.0,1.0,1.0,85.0,2.0,50.098703,14.423242,2016-03-21 14:27:47.461696
2782,6696850,14999698,Entire home/apt,,Libu,20,5.0,,5.0,3.0,133.0,2.0,50.014624,14.448961,2016-03-21 18:52:16.846792
2783,6697486,27349016,Shared room,,Praha 7,14,4.0,2.0,1.0,0.0,34.0,1.0,50.097951,14.421736,2016-03-21 14:39:51.889230
2784,6698771,6308722,Entire home/apt,,Praha 1,25,5.0,2.0,1.0,1.0,62.0,1.0,50.082869,14.405654,2016-03-21 16:50:13.498415
2785,6700008,9805061,Entire home/apt,,Praha 2,26,4.5,,4.0,2.0,196.0,2.0,50.074271,14.415208,2016-03-21 18:08:25.666398
2786,6700508,13172865,Private room,,Praha 2,34,4.5,2.0,1.0,2.0,37.0,2.0,50.076298,14.439247,2016-03-21 14:18:47.767080
2787,6701411,11115324,Entire home/apt,,Praha 10,1,5.0,3.0,2.0,1.0,53.0,2.0,50.059478,14.505928,2016-03-21 15:54:42.112036
2788,6704008,31095206,Entire home/apt,,Praha 7,11,5.0,4.0,3.0,,121.0,3.0,50.099013,14.436204,2016-03-21 17:44:10.452272
2789,6704721,5428013,Private room,,Praha 7,5,5.0,2.0,1.0,1.0,50.0,1.0,50.098315,14.426462,2016-03-21 14:27:13.595023
2790,6707037,34209085,Entire home/apt,,Praha 3,0,,,4.0,2.0,258.0,2.0,50.0868,14.444072,2016-03-21 16:39:55.605227
2791,6707153,23277522,Private room,,Praha 10,3,3.5,4.0,1.0,1.0,37.0,1.0,50.07115,14.458104,2016-03-21 16:40:18.756383
2792,6710502,2660574,Private room,,Praha 2,39,5.0,2.0,1.0,1.0,42.0,2.0,50.073633,14.437978,2016-03-21 16:29:11.895182
2793,6712437,25495326,Entire home/apt,,Zli?ín,6,5.0,4.0,1.0,1.0,50.0,2.0,50.056904,14.279803,2016-03-21 17:26:51.941273
2794,6712610,3707769,Private room,,Praha 6,2,4.5,2.0,1.0,1.0,34.0,1.0,50.096521,14.344058,2016-03-21 14:52:26.438699
2795,6715595,35159559,Entire home/apt,,Praha 1,15,5.0,,1.0,,91.0,1.0,50.084729,14.415275,2016-03-21 16:58:57.688647
2796,6721694,33559754,Private room,,Praha 10,24,4.5,4.0,1.0,,25.0,1.0,50.066113,14.458247,2016-03-21 17:13:04.247920
2797,6721887,35195139,Private room,,Praha 5,5,5.0,2.0,1.0,1.0,52.0,1.0,50.079892,14.407298,2016-03-21 15:51:04.751239
2798,6722112,9107836,Entire home/apt,,Praha 5,4,5.0,2.0,1.0,1.0,56.0,2.0,50.069748,14.408062,2016-03-21 18:12:46.878083
2799,6725418,12657763,Private room,,Praha 2,1,3.0,2.0,1.0,1.0,34.0,1.0,50.076946,14.423279,2016-03-21 15:28:26.454690
2800,6726112,18151373,Entire home/apt,,Praha 2,22,4.0,4.0,1.0,1.0,57.0,1.0,50.072083,14.430962,2016-03-21 16:08:23.856909
2801,6726256,14410414,Private room,,Praha 1,29,4.5,2.0,1.0,,34.0,2.0,50.085762,14.419223,2016-03-21 18:06:47.616451
2802,6726724,1329295,Entire home/apt,,Praha 8,4,4.0,2.0,1.0,1.0,45.0,1.0,50.09518,14.458839,2016-03-21 14:52:00.619681
2803,6727158,35227112,Entire home/apt,,Praha 1,14,5.0,4.0,2.0,1.0,122.0,2.0,50.090275,14.422742,2016-03-21 15:28:43.813789
2804,6727647,14410414,Private room,,Praha 1,27,4.5,2.0,1.0,,34.0,2.0,50.0843,14.418604,2016-03-21 19:08:18.643096
2805,6727794,28056630,Entire home/apt,,Praha 1,11,5.0,2.0,0.0,1.0,56.0,1.0,50.090072,14.402102,2016-03-21 17:30:51.900749
2806,6727891,7311994,Private room,,Praha 3,41,5.0,3.0,1.0,1.0,39.0,1.0,50.07804,14.454652,2016-03-21 16:20:44.844925
2807,6728022,14410414,Private room,,Praha 1,39,4.5,2.0,1.0,,34.0,,50.084089,14.417981,2016-03-21 16:48:20.256069
2808,6733332,7895239,Entire home/apt,,Praha 7,0,,2.0,1.0,1.0,49.0,3.0,50.101033,14.418672,2016-03-21 17:19:46.308999
2809,6733333,35264943,Private room,,Praha 14,4,5.0,2.0,1.0,1.0,28.0,1.0,50.101574,14.583283,2016-03-21 19:02:25.149691
2810,6734254,7732733,Private room,,Praha 10,24,4.5,4.0,1.0,2.0,35.0,2.0,50.072961,14.455699,2016-03-21 14:45:51.778110
2811,6735811,25495326,Entire home/apt,,Praha 13,2,5.0,4.0,1.0,1.0,61.0,3.0,50.053555,14.33634,2016-03-21 18:53:50.330918
2812,6740684,35297191,Entire home/apt,,Praha 10,1,5.0,2.0,0.0,1.0,24.0,2.0,50.069209,14.451779,2016-03-21 19:07:54.962737
2813,6741797,6428207,Entire home/apt,,Praha 1,27,4.5,4.0,1.0,,107.0,3.0,50.086002,14.419701,2016-03-21 16:59:25.449972
2814,6743424,35309461,Entire home/apt,,Praha 7,1,5.0,4.0,1.0,1.0,53.0,2.0,50.105544,14.448766,2016-03-21 19:02:10.380134
2815,6746630,11767919,Private room,,Praha 1,49,5.0,2.0,1.0,1.0,45.0,3.0,50.078224,14.428613,2016-03-21 14:17:13.770163
2816,6747372,3876087,Entire home/apt,,Praha 3,19,5.0,4.0,1.0,1.0,50.0,1.0,50.077505,14.453234,2016-03-21 17:49:56.683283
2817,6750469,31131958,Private room,,Praha 6,1,5.0,2.0,1.0,1.0,21.0,1.0,50.101082,14.395792,2016-03-21 15:46:32.308518
2818,6754157,22001528,Entire home/apt,,Praha 7,20,5.0,2.0,0.0,1.0,56.0,2.0,50.101718,14.449481,2016-03-21 14:40:47.408958
2819,6755801,19892198,Private room,,Praha 7,5,5.0,2.0,1.0,1.0,26.0,1.0,50.102834,14.42661,2016-03-21 16:26:54.190411
2820,6759361,35387200,Entire home/apt,,Praha 21,1,5.0,5.0,3.0,,64.0,2.0,50.081764,14.651855,2016-03-21 18:45:27.940101
2821,6760646,35393070,Private room,,Praha 3,0,,3.0,1.0,1.0,53.0,1.0,50.090209,14.474173,2016-03-21 18:11:41.545474
2822,6763703,13562621,Private room,,Praha 5,3,4.5,3.0,1.0,1.0,21.0,1.0,50.081005,14.406057,2016-03-21 14:20:26.317883
2823,6768867,35373012,Entire home/apt,,Praha 1,26,4.5,5.0,1.0,1.0,125.0,2.0,50.087429,14.419543,2016-03-21 17:18:34.212961
2824,6773886,35373012,Entire home/apt,,Praha 1,16,4.5,,1.0,1.0,116.0,2.0,50.088061,14.419753,2016-03-21 15:14:46.744846
2825,6777689,35354795,Entire home/apt,,Praha 2,40,4.5,4.0,1.0,1.0,40.0,1.0,50.075597,14.446405,2016-03-21 17:29:02.329985
2826,6780013,35491855,Entire home/apt,,Praha 10,5,5.0,3.0,2.0,1.0,29.0,4.0,50.063728,14.447389,2016-03-21 15:24:40.470075
2827,6780032,35482058,Entire home/apt,,Praha 2,4,4.5,3.0,1.0,1.0,56.0,3.0,50.072417,14.436115,2016-03-21 17:02:10.196342
2828,6780892,32199759,Entire home/apt,,Praha 1,49,5.0,4.0,1.0,,66.0,1.0,50.092509,14.433346,2016-03-21 15:12:21.278896
2829,6781909,35462152,Entire home/apt,,Praha 1,9,5.0,4.0,2.0,,70.0,2.0,50.089176,14.398781,2016-03-21 18:27:33.613702
2830,6786699,32249210,Private room,,Praha 10,9,5.0,2.0,1.0,1.0,28.0,2.0,50.070776,14.477004,2016-03-21 18:53:25.298381
2831,6789829,31451006,Entire home/apt,,Praha 10,23,4.0,2.0,0.0,1.0,19.0,2.0,50.071324,14.469602,2016-03-21 17:26:31.482716
2832,6789934,22848727,Private room,,Praha 2,16,5.0,2.0,1.0,1.0,30.0,2.0,50.072047,14.420404,2016-03-21 17:59:53.410458
2833,6790042,29151529,Entire home/apt,,Praha 5,36,5.0,2.0,0.0,1.0,35.0,1.0,50.073565,14.386068,2016-03-21 15:12:43.002967
2834,6790444,35330134,Private room,,Praha 1,0,,2.0,1.0,1.0,83.0,1.0,50.087311,14.39593,2016-03-21 17:31:12.353258
2835,6791688,5930669,Entire home/apt,,Praha 10,2,3.5,4.0,0.0,1.0,47.0,1.0,50.068412,14.46511,2016-03-21 17:30:11.005575
2836,6792256,24704716,Entire home/apt,,Praha 7,7,5.0,,2.0,1.0,48.0,2.0,50.101651,14.422523,2016-03-21 17:53:59.055288
2837,6797274,8862024,Entire home/apt,,Praha 2,0,,3.0,0.0,1.0,70.0,3.0,50.072459,14.431871,2016-03-21 15:18:54.159634
2838,6797601,35581885,Private room,,Praha 1,0,,2.0,1.0,1.0,65.0,1.0,50.083196,14.416443,2016-03-21 15:57:14.371254
2839,6798448,35432478,Entire home/apt,,Praha 15,0,,5.0,2.0,,52.0,1.0,50.042335,14.555544,2016-03-21 14:58:30.288837
2840,6805165,34209085,Entire home/apt,,Praha 3,3,4.5,,3.0,1.0,129.0,2.0,50.087295,14.44229,2016-03-21 15:30:43.970671
2841,6805404,26966730,Entire home/apt,,Praha 1,61,5.0,4.0,0.0,1.0,60.0,2.0,50.089159,14.425213,2016-03-21 18:13:46.271550
2842,6811027,17567945,Entire home/apt,,Praha 2,22,4.5,,3.0,,236.0,,50.07398,14.429114,2016-03-21 16:27:14.713482
2843,6812359,35663869,Private room,,Praha 1,2,5.0,4.0,1.0,2.0,28.0,1.0,50.077128,14.41367,2016-03-21 19:09:21.239404
2844,6812865,35663869,Private room,,Praha 1,37,4.5,2.0,1.0,2.0,31.0,1.0,50.078191,14.415377,2016-03-21 18:43:45.965083
2845,6813841,7438390,Entire home/apt,,Praha 4,2,5.0,2.0,1.0,1.0,42.0,1.0,50.055946,14.423539,2016-03-21 14:55:19.953223
