"url","Title link","Title link_link","Locality value","Normprice value","Labelbinding values"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+kk 50 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-/3292320092","Praha 10 - Michle","3 500 000 Kč","Novostavba; Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+kk 58 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-elektrarenska/3546972508","Elektrárenská, Praha 10 - Michle","3 700 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 3+kk 72 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-jatecni/3309949276","Jateční, Praha 7 - Holešovice","4 399 000 Kč","Panelová"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+kk 47 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bubenec-ceskomalinska/96522588","Českomalínská, Praha 6 - Bubeneč","3 055 000 Kč","Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+1 74 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-vrsovice-bajkalska/1351471452","Bajkalská, Praha 10 - Vršovice","4 290 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+kk 60 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-bratislavska/804311388","Bratislavská, Praha 10 - Hostivař","3 490 000 Kč","Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+kk 51 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-krejciho/1545175388","Krejčího, Praha 8 - Libeň","2 490 000 Kč","Družstevní; Škola 2 min. pěšky; Obchod 6 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+kk 49 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-samova/1198117212","Sámova, Praha 10 - Vršovice","3 050 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 3+kk 69 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zlicin-sazovicka/15782236","Sazovická, Praha 5 - Zličín","4 375 000 Kč","Novostavba; Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 2+1 67 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-horni-mecholupy-/3278299484","Praha 10 - Horní Měcholupy","3 380 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=9","Prodej bytu 3+1 67 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-strasnice-pod-strani/2638401884","Pod Strání, Praha 10 - Strašnice","3 850 000 Kč","Panelová; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+1 117 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Mostecká, Praha - Malá Strana","Info o ceně u RK","Po rekonstrukci; Bus 3 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 49 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-hostivar-kytinska/2640171356","Kytínská, Praha 10 - Hostivař","3 630 000 Kč","Novostavba; Terasa"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 77 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-stodulky-k-zahradkam/1469895004","K Zahrádkám, Praha 5 - Stodůlky","4 223 000 Kč","Po rekonstrukci; Lodžie"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 46 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-na-vackove/1458622812","Na Vackově, Praha - Žižkov","4 010 000 Kč","Novostavba"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+1 86 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-vrsovice-uzbecka/927064412","Uzbecká, Praha 10 - Vršovice","3 900 000 Kč","Lodžie; Bus 5 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 47 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-troja-lesenska/2515587420","Lešenská, Praha 8 - Troja","2 790 000 Kč","Po rekonstrukci"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 60 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-praha-3-jicinska/3979931996","Jičínská, Praha - Praha 3","4 510 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 78 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-jatecni/625643868","Jateční, Praha - Holešovice","4 399 000 Kč","Lodžie; Půdorys"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 61 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-sterboholy-laudonova/2126700892","Laudonova, Praha 10 - Štěrboholy","3 760 000 Kč","Novostavba; Garáž; Bus 5 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 61 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-sterboholy-laudonova/966709596","Laudonova, Praha 10 - Štěrboholy","3 930 000 Kč","Parkování; Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 78 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-holesovice-jatecni/3403731292","Jateční, Praha 7 - Holešovice","4 400 000 Kč","Lodžie; Parkování; Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 57 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-na-vackove/1004589404","Na Vackově, Praha - Žižkov","4 700 000 Kč","Novostavba; Terasa; Parkování"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 42 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-ruzyne-vlastina/2746143068","Vlastina, Praha 6 - Ruzyně","3 100 000 Kč","Po rekonstrukci; Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 69 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zlicin-sazovicka/2665533788","Sazovická, Praha 5 - Zličín","4 455 000 Kč","Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 49 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-liben-u-libenskeho-pivovaru/237162844","U Libeňského pivovaru, Praha 8 - Libeň","3 450 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+1 87 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-repy-spanielova/484036956","Španielova, Praha 6 - Řepy","3 530 000 Kč","Lodžie; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 41 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bubenec-u-akademie/1439662428","U Akademie, Praha 7 - Bubeneč","4 521 000 Kč","Škola 3 min. pěšky; Obchod 1 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 40 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-bubenec-u-akademie/2228191580","U Akademie, Praha 7 - Bubeneč","4 422 000 Kč","Vybavený; Škola 3 min. pěšky; Obchod 1 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 79 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vrsovice-zitomirska/3326443868","Žitomírská, Praha 10 - Vršovice","4 900 000 Kč","Škola 1 min. pěšky; Obchod 2 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 3+kk 80 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-vrsovice-kodanska/1258410332","Kodaňská, Praha 10 - Vršovice","4 950 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=10","Prodej bytu 2+kk 101 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-petrzilkova/69525852","Petržílkova, Praha 5 - Stodůlky","4 500 000 Kč","Parkování; Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 3+1 117 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Mostecká, Praha - Malá Strana","Info o ceně u RK","Po rekonstrukci; Bus 3 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 48 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jezkova/860156252","Ježkova, Praha 3 - Žižkov","3 950 000 Kč","Škola 3 min. pěšky; Obchod 6 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 61 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-horni-mecholupy-bolonska/3672232284","Boloňská, Praha 10 - Horní Měcholupy","3 390 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 58 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-orelska/3254374748","Orelská, Praha 10 - Vršovice","4 799 000 Kč","Novostavba; Balkon"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 58 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-vrsovice-orelska/2716389724","Orelská, Praha 10 - Vršovice","4 499 000 Kč","Novostavba; Balkon"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 3+kk 66 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-troja-hnezdenska/115396956","Hnězdenská, Praha 8 - Troja","4 099 000 Kč","Novostavba; Terasa; Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 80 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zlicin-sazovicka/2372268380","Sazovická, Praha 5 - Zličín","4 290 000 Kč","Novostavba; Lodžie; Garáž"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+1 56 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-smichov-staropramenna/4212183388","Staropramenná, Praha 5 - Smíchov","4 500 000 Kč","Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 45 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-zvoncovita/2819674460","Zvoncovitá, Praha 5 - Stodůlky","3 190 000 Kč","Po rekonstrukci; Panelová; Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 3+1 76 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-zizkov-pod-lipami/3005272412","Pod Lipami, Praha 3 - Žižkov","3 700 000 Kč","Lodžie; Panelová; Nevybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+1 59 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-malesice-hostynska/4045459804","Hostýnská, Praha 10 - Malešice","2 650 000 Kč","Družstevní; Panelová; Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+1 54 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-pod-lipami/1007735132","Pod Lipami, Praha 3 - Žižkov","3 000 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 3+kk 78 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-repy-mrkvickova/151048540","Mrkvičkova, Praha - Řepy","3 765 000 Kč","Družstevní; Lodžie; Panelová"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 43 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-strasnice-strancicka/2333335900","Strančická, Praha 10 - Strašnice","2 890 000 Kč","Tramvaj 3 min. pěšky; Obchod 5 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 74 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-michle-u-plynarny/1284755804","U Plynárny, Praha 10 - Michle","4 557 000 Kč","Po rekonstrukci"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 62 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-dejvice-zemedelska/3516780892","Zemědělská, Praha 6 - Dejvice","4 410 000 Kč","Po rekonstrukci; Terasa"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 36 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-troja-olstynska/3775975772","Olštýnská, Praha 8 - Troja","2 480 000 Kč","Částečně vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+kk 47 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-zizkov-jeseniova/68211036","Jeseniova, Praha 3 - Žižkov","3 990 000 Kč","Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 3+1 79 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-horni-mecholupy-livornska/637522268","Livornská, Praha 10 - Horní Měcholupy","3 699 999 Kč","Družstevní; Po rekonstrukci; Lodžie"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 2+1 65 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-zizkov-biskupcova/671142236","Biskupcova, Praha 3 - Žižkov","4 299 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=11","Prodej bytu 3+kk 74 m²","https://www.sreality.cz/detail/prodej/byt/3+kk/praha-zlicin-sazovicka/1208013148","Sazovická, Praha 5 - Zličín","4 375 000 Kč","Novostavba; Balkon; Parkování"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=12","Prodej bytu 3+1 117 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-mala-strana-mostecka/4098707548","Mostecká, Praha - Malá Strana","Info o ceně u RK","Bus 3 min. pěšky; Obchod 4 min. pěšky"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=12","Prodej bytu 2+kk 40 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-stodulky-jaroslava-foglara/419483996","Jaroslava Foglara, Praha 5 - Stodůlky","3 185 000 Kč","Družstevní"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=12","Prodej bytu 2+kk 48 m²","https://www.sreality.cz/detail/prodej/byt/2+kk/praha-uhrineves-venusina/1510723932","Venušina, Praha 10 - Uhříněves","3 340 000 Kč","Novostavba; Parkování"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=12","Prodej bytu 3+1 75 m²","https://www.sreality.cz/detail/prodej/byt/3+1/praha-praha-8-strelnicna/4227912028","Střelničná, Praha - Praha 8","3 990 000 Kč","Vybavený"
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=12","Prodej bytu 4+1 84 m²","https://www.sreality.cz/detail/prodej/byt/4+1/praha-stodulky-amforova/1944637788","Amforová, Praha - Stodůlky","4 150 000 Kč",""
"https://www.sreality.cz/hledani/prodej/byty/praha-1,praha-2,praha-3,praha-5,praha-6,praha-7,praha-10,praha-8?velikost=2%2Bkk,2%2B1,3%2Bkk,3%2B1,4%2Bkk,4%2B1&cena-od=0&cena-do=5000000&strana=12","Prodej bytu 2+1 54 m²","https://www.sreality.cz/detail/prodej/byt/2+1/praha-vokovice-evropska/4244689244","Evropská, Praha 6 - Vokovice","3 800 000 Kč","Balkon; Vybavený"
